team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES LAKERS,240,37,87,8,23,19,23,9,35,16,2,8,9,26
BOSTON CELTICS,240,39,93,5,12,21,29,13,33,26,6,7,5,18
SEATTLE SUPERSONICS,240,36,72,10,17,21,29,10,26,17,6,3,10,23
CLEVELAND CAVALIERS,240,32,74,6,11,16,26,13,20,20,3,7,16,27
DALLAS MAVERICKS,240,35,81,4,19,18,24,7,25,21,9,2,10,26
LOS ANGELES CLIPPERS,240,34,77,1,13,32,37,14,38,24,6,4,14,26
GOLDEN STATE WARRIORS,240,35,78,9,22,20,24,7,31,26,7,3,9,11
MINNESOTA TIMBERWOLVES,240,40,84,5,16,8,9,8,31,23,4,5,10,19
CHARLOTTE BOBCATS,240,33,83,2,7,17,23,11,32,17,6,5,15,22
NEW ORLEANS HORNETS,240,33,83,6,17,22,27,16,35,25,6,4,17,20
SACRAMENTO KINGS,240,44,86,6,20,17,20,10,23,23,7,5,12,22
ORLANDO MAGIC,240,47,85,0,7,20,26,15,27,28,9,5,12,16
NEW JERSEY NETS,240,33,80,9,19,24,28,9,32,21,6,2,13,24
PHILADELPHIA 76ERS,240,36,84,7,22,14,17,10,32,18,5,5,18,26
TORONTO RAPTORS,240,26,71,5,12,29,35,10,22,15,12,4,9,21
SAN ANTONIO SPURS,240,37,72,7,22,11,19,11,34,23,4,8,15,22
ATLANTA HAWKS,240,26,73,1,5,21,30,10,25,13,10,2,14,27
UTAH JAZZ,240,35,68,5,12,21,29,10,28,25,4,9,16,26
HOUSTON ROCKETS,240,34,78,10,20,20,25,9,30,22,6,4,15,23
WASHINGTON WIZARDS,240,34,77,7,23,26,33,12,35,17,11,5,12,24
