team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,38,78,11,18,27,30,9,29,21,6,4,9,18
ATLANTA HAWKS,240,39,83,7,13,20,28,14,29,22,6,4,11,27
NEW YORK KNICKS,240,37,75,9,22,17,24,12,30,23,12,0,14,24
CHARLOTTE BOBCATS,240,39,86,1,9,19,28,18,27,24,7,6,14,19
DENVER NUGGETS,240,31,75,3,9,22,32,8,22,20,8,1,14,24
HOUSTON ROCKETS,240,41,79,15,24,18,26,12,32,32,10,11,13,26
NEW ORLEANS HORNETS,240,29,73,6,14,25,29,13,24,17,8,1,18,26
LOS ANGELES CLIPPERS,240,38,71,0,3,18,25,8,26,29,10,3,14,28
ORLANDO MAGIC,240,43,91,3,13,14,23,17,37,27,6,2,20,35
MILWAUKEE BUCKS,240,42,85,6,13,23,38,13,31,30,8,2,12,22
SACRAMENTO KINGS,240,40,105,4,17,14,20,14,33,19,5,1,6,18
PHOENIX SUNS,240,43,87,6,22,24,31,10,43,27,4,9,10,22
MEMPHIS GRIZZLIES,240,25,76,1,10,24,29,13,24,12,15,4,15,18
SAN ANTONIO SPURS,240,35,71,10,20,17,22,6,35,24,8,12,21,23
