team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,43,72,8,12,28,39,8,26,17,10,5,12,18
ATLANTA HAWKS,240,36,82,8,14,13,17,15,25,26,9,1,19,29
TORONTO RAPTORS,240,40,80,8,20,21,30,7,25,20,6,6,7,21
BOSTON CELTICS,240,42,77,7,14,19,24,7,38,24,2,0,13,25
CHARLOTTE BOBCATS,240,38,87,9,18,16,26,13,24,27,9,7,12,19
DENVER NUGGETS,240,46,85,10,24,18,26,13,34,40,9,10,13,18
SEATTLE SUPERSONICS,240,39,79,8,23,9,11,4,27,22,5,5,13,21
DETROIT PISTONS,240,37,82,6,18,22,27,16,31,21,8,6,12,16
PORTLAND TRAIL BLAZERS,240,26,74,5,12,20,23,4,31,20,6,7,14,26
HOUSTON ROCKETS,240,36,71,8,16,28,35,6,37,23,8,7,9,19
UTAH JAZZ,240,31,64,4,8,18,29,4,23,18,6,3,12,27
INDIANA PACERS,240,29,66,8,24,37,43,13,31,17,10,1,10,24
ORLANDO MAGIC,240,41,81,2,4,18,23,7,23,20,10,4,7,29
LOS ANGELES CLIPPERS,240,37,77,6,10,30,37,14,30,28,7,7,15,22
CLEVELAND CAVALIERS,240,37,88,6,16,8,13,13,28,24,5,5,11,19
MILWAUKEE BUCKS,240,33,72,2,12,28,30,8,32,22,7,4,13,15
CHICAGO BULLS,240,29,75,7,23,19,26,9,32,21,5,4,14,21
NEW JERSEY NETS,240,39,82,5,17,17,24,12,34,29,9,0,10,23
MEMPHIS GRIZZLIES,240,34,71,6,13,14,22,6,28,19,11,4,14,25
NEW ORLEANS HORNETS,240,29,77,7,16,17,25,15,28,19,6,4,16,23
MINNESOTA TIMBERWOLVES,240,27,69,1,8,18,22,11,33,14,8,6,19,19
SAN ANTONIO SPURS,240,36,82,7,14,10,16,12,28,21,8,8,8,19
