team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHARLOTTE BOBCATS,240,34,78,1,7,28,36,12,31,22,7,8,18,29
CHICAGO BULLS,240,40,82,11,18,21,30,7,29,25,9,3,15,31
ORLANDO MAGIC,240,32,69,3,8,36,46,8,30,20,7,6,17,26
NEW JERSEY NETS,240,37,84,5,23,23,33,12,31,22,7,3,13,31
MIAMI HEAT,240,44,80,6,14,17,26,12,27,29,12,2,14,25
NEW ORLEANS HORNETS,240,36,72,4,11,23,28,6,19,24,5,3,14,20
DENVER NUGGETS,240,41,77,1,5,20,27,13,28,24,9,7,19,27
PORTLAND TRAIL BLAZERS,240,38,85,2,8,19,23,14,19,27,8,0,16,25
LOS ANGELES LAKERS,240,39,89,6,16,10,15,14,30,17,10,5,17,23
SAN ANTONIO SPURS,240,39,84,7,21,10,13,12,35,24,5,6,16,19
