team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PORTLAND TRAIL BLAZERS,240,41,71,3,10,15,22,5,36,25,9,10,25,27
ATLANTA HAWKS,240,32,89,4,17,16,27,19,20,18,13,2,17,20
UTAH JAZZ,240,37,83,3,8,29,38,17,24,27,9,0,16,32
BOSTON CELTICS,240,38,69,6,16,32,41,8,28,27,6,5,19,27
GOLDEN STATE WARRIORS,240,31,94,5,20,16,20,12,29,23,6,4,7,21
HOUSTON ROCKETS,240,41,85,3,6,15,21,11,45,21,3,6,10,19
TORONTO RAPTORS,240,30,73,7,20,19,25,5,29,17,10,3,11,21
INDIANA PACERS,240,39,81,5,10,6,13,12,36,21,6,6,15,22
WASHINGTON WIZARDS,265,48,94,3,11,21,27,9,29,28,9,5,6,21
LOS ANGELES LAKERS,265,40,85,14,30,22,30,13,33,22,4,3,17,23
NEW JERSEY NETS,240,32,78,6,17,14,17,10,28,19,9,3,11,22
MEMPHIS GRIZZLIES,240,30,72,8,25,21,27,11,33,20,6,3,17,18
DENVER NUGGETS,240,39,84,6,14,16,19,11,26,18,13,7,15,28
MIAMI HEAT,240,43,83,4,17,17,29,12,30,27,8,9,15,20
LOS ANGELES CLIPPERS,240,27,69,4,13,28,36,11,26,15,4,5,16,30
MINNESOTA TIMBERWOLVES,240,38,78,7,14,30,37,13,29,25,5,3,9,26
SAN ANTONIO SPURS,240,32,75,5,17,14,27,16,29,24,7,6,8,17
NEW ORLEANS HORNETS,240,29,76,0,7,9,11,13,21,16,2,2,12,25
NEW YORK KNICKS,265,37,88,5,21,34,36,13,33,22,14,5,16,27
PHILADELPHIA 76ERS,265,44,92,2,14,17,27,17,30,20,9,1,19,27
PHOENIX SUNS,240,40,82,8,23,24,33,12,28,22,3,1,11,21
SEATTLE SUPERSONICS,240,43,88,8,26,16,22,14,29,22,5,4,12,25
