team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,42,87,9,23,11,14,7,34,28,3,8,10,19
DALLAS MAVERICKS,240,43,88,7,18,16,18,11,35,25,3,4,11,15
NEW YORK KNICKS,240,27,74,5,8,17,23,6,26,18,4,8,16,19
DENVER NUGGETS,240,39,79,2,11,16,19,11,36,26,8,9,16,23
PORTLAND TRAIL BLAZERS,240,32,88,7,22,8,9,9,31,17,8,8,10,14
LOS ANGELES LAKERS,240,41,85,5,15,5,8,9,37,28,8,3,12,11
PHOENIX SUNS,240,37,83,11,37,12,15,13,33,24,4,5,16,15
MEMPHIS GRIZZLIES,240,41,90,12,22,14,20,14,31,25,8,3,7,15
MINNESOTA TIMBERWOLVES,240,35,85,6,21,10,11,12,28,25,3,5,10,23
MILWAUKEE BUCKS,240,34,88,1,10,22,24,19,31,19,5,5,8,18
CHICAGO BULLS,240,34,72,6,15,23,35,9,25,21,8,4,18,29
NEW JERSEY NETS,240,37,74,7,16,26,27,7,29,27,12,5,13,30
CLEVELAND CAVALIERS,240,39,88,3,14,21,32,18,25,19,7,5,10,23
ORLANDO MAGIC,240,39,70,3,11,24,30,3,30,24,6,5,15,26
SEATTLE SUPERSONICS,240,33,71,8,17,32,39,9,34,12,3,6,11,19
SACRAMENTO KINGS,240,39,93,7,30,16,22,15,27,21,5,4,6,28
CHARLOTTE BOBCATS,240,35,68,2,9,37,50,10,25,15,13,10,19,36
UTAH JAZZ,240,33,73,3,11,36,46,9,22,25,7,4,17,34
DETROIT PISTONS,240,37,83,5,13,26,35,16,30,22,11,10,12,21
WASHINGTON WIZARDS,240,36,84,8,21,16,22,12,27,22,8,6,15,27
