team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,39,92,9,23,33,46,20,22,19,12,1,14,27
DALLAS MAVERICKS,240,45,78,11,17,36,41,7,33,23,9,4,14,27
INDIANA PACERS,240,35,67,8,12,9,16,2,29,15,11,3,19,24
HOUSTON ROCKETS,240,28,67,1,13,17,22,6,31,19,7,7,20,17
DETROIT PISTONS,240,41,85,5,17,14,19,6,24,25,5,4,10,23
ORLANDO MAGIC,240,41,85,7,9,14,20,15,33,16,9,2,16,21
PORTLAND TRAIL BLAZERS,265,45,98,7,20,10,15,24,32,22,10,4,19,20
SACRAMENTO KINGS,265,45,90,7,21,16,19,13,26,28,12,3,14,17
DENVER NUGGETS,265,42,96,3,15,29,32,15,31,24,8,3,6,22
SEATTLE SUPERSONICS,265,41,93,10,31,18,23,17,34,19,3,6,16,23
