team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,41,87,5,11,17,27,19,27,17,6,5,12,22
DALLAS MAVERICKS,240,47,89,7,16,22,28,12,24,28,8,4,8,21
BOSTON CELTICS,240,34,78,6,12,14,18,12,27,16,8,2,15,22
DETROIT PISTONS,240,39,79,5,19,17,27,12,32,27,7,8,11,16
UTAH JAZZ,240,30,77,3,13,17,23,9,24,18,8,4,13,29
HOUSTON ROCKETS,240,33,74,5,15,28,35,10,37,19,8,3,14,23
PHILADELPHIA 76ERS,240,31,87,5,15,16,26,17,20,11,9,2,16,27
LOS ANGELES CLIPPERS,240,28,61,3,6,30,37,6,38,17,7,9,24,25
DENVER NUGGETS,240,33,89,1,12,24,31,17,34,17,5,2,14,26
LOS ANGELES LAKERS,240,34,87,7,27,24,29,14,36,16,8,7,15,30
PORTLAND TRAIL BLAZERS,240,43,87,2,11,10,18,16,30,15,8,3,22,22
PHOENIX SUNS,240,46,88,6,21,19,26,13,24,30,15,7,11,18
SAN ANTONIO SPURS,240,34,88,4,18,9,18,13,31,20,15,5,13,22
SACRAMENTO KINGS,240,34,77,7,15,11,14,10,37,23,9,8,20,21
ATLANTA HAWKS,240,38,87,4,13,21,25,14,33,20,9,6,22,23
WASHINGTON WIZARDS,240,37,86,6,17,24,34,11,31,20,8,5,19,22
