team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
ATLANTA HAWKS,265,36,88,11,30,28,32,6,36,20,9,3,7,25,2015-05-24,away,loss,111.0,CLEVELAND CAVALIERS,114.0,0.2903225806451613,0.2682926829268293,42
CLEVELAND CAVALIERS,265,40,97,14,36,20,29,19,37,24,3,6,13,24,2015-05-24,home,win,114.0,ATLANTA HAWKS,111.0,0.291970802919708,0.28,56
