team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MEMPHIS GRIZZLIES,240,35,79,5,17,11,11,8,31,20,10,4,21,21,away,loss,86.0,ATLANTA HAWKS,96.0
ATLANTA HAWKS,240,32,72,13,25,19,23,8,29,21,17,4,17,15,home,win,96.0,MEMPHIS GRIZZLIES,86.0
BOSTON CELTICS,240,35,88,5,18,14,17,11,30,22,8,2,6,26,away,win,89.0,BROOKLYN NETS,81.0
BROOKLYN NETS,240,30,74,3,14,18,26,11,39,18,3,6,17,18,home,loss,81.0,BOSTON CELTICS,89.0
UTAH JAZZ,240,37,78,5,16,18,24,14,34,21,8,8,15,20,away,win,97.0,CHICAGO BULLS,77.0
CHICAGO BULLS,240,28,84,6,20,15,20,16,27,17,5,5,15,20,home,loss,77.0,UTAH JAZZ,97.0
NEW ORLEANS PELICANS,240,36,80,6,18,16,24,9,34,19,6,8,14,20,away,loss,94.0,CHARLOTTE HORNETS,98.0
CHARLOTTE HORNETS,240,37,86,4,14,20,26,9,34,18,9,4,10,18,home,win,98.0,NEW ORLEANS PELICANS,94.0
HOUSTON ROCKETS,240,39,86,12,34,15,24,19,31,26,9,3,17,22,away,win,105.0,CLEVELAND CAVALIERS,93.0
CLEVELAND CAVALIERS,240,34,82,10,29,15,19,13,24,16,9,4,15,18,home,loss,93.0,HOUSTON ROCKETS,105.0
DETROIT PISTONS,240,43,97,10,21,12,14,18,42,22,9,2,15,17,away,win,108.0,DALLAS MAVERICKS,95.0
DALLAS MAVERICKS,240,38,87,6,22,13,18,9,34,24,9,4,14,15,home,loss,95.0,DETROIT PISTONS,108.0
ORLANDO MAGIC,240,35,88,8,22,12,16,10,32,21,11,2,14,24,away,loss,90.0,DENVER NUGGETS,93.0
DENVER NUGGETS,240,33,74,7,17,20,26,6,41,22,5,4,21,17,home,win,93.0,ORLANDO MAGIC,90.0
INDIANA PACERS,240,37,81,6,26,22,23,5,36,24,4,2,17,19,away,loss,102.0,GOLDEN STATE WARRIORS,117.0
GOLDEN STATE WARRIORS,240,45,91,12,28,15,20,10,29,30,11,3,11,23,home,win,117.0,INDIANA PACERS,102.0
LOS ANGELES LAKERS,240,37,85,5,20,10,17,9,37,21,3,1,12,20,away,loss,89.0,LOS ANGELES CLIPPERS,114.0
LOS ANGELES CLIPPERS,240,40,85,12,33,22,30,8,34,29,9,5,6,16,home,win,114.0,LOS ANGELES LAKERS,89.0
PHOENIX SUNS,240,46,96,5,26,16,19,14,27,12,14,8,13,20,away,win,113.0,MINNESOTA TIMBERWOLVES,111.0
MINNESOTA TIMBERWOLVES,240,44,92,7,17,16,19,16,30,30,8,3,19,17,home,loss,111.0,PHOENIX SUNS,113.0
MILWAUKEE BUCKS,240,41,76,8,17,7,11,7,36,32,14,4,24,26,away,win,97.0,PHILADELPHIA 76ERS,77.0
PHILADELPHIA 76ERS,240,25,83,2,25,25,29,15,29,14,11,6,24,19,home,loss,77.0,MILWAUKEE BUCKS,97.0
OKLAHOMA CITY THUNDER,240,29,89,9,30,16,23,15,39,16,7,13,24,25,away,loss,83.0,SACRAMENTO KINGS,104.0
SACRAMENTO KINGS,240,36,92,10,19,22,28,13,39,18,12,4,16,17,home,win,104.0,OKLAHOMA CITY THUNDER,83.0
NEW YORK KNICKS,240,34,82,11,26,12,16,10,31,18,11,0,15,22,away,loss,91.0,WASHINGTON WIZARDS,101.0
WASHINGTON WIZARDS,240,39,76,8,16,15,21,9,35,28,9,4,16,13,home,win,101.0,NEW YORK KNICKS,91.0
