team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
OKLAHOMA CITY THUNDER,240,48,83,9,25,22,32,10,44,28,12,5,20,24,2015-01-18,away,win,127.0,ORLANDO MAGIC,99.0,0.366412213740458,0.2647058823529412,54
ORLANDO MAGIC,240,35,88,8,23,21,27,10,23,18,9,2,18,29,2015-01-18,home,loss,99.0,OKLAHOMA CITY THUNDER,127.0,0.2845528455284553,0.25806451612903225,33
UTAH JAZZ,240,28,84,3,10,10,16,12,36,23,7,13,12,17,2015-01-18,away,loss,69.0,SAN ANTONIO SPURS,89.0,0.25,0.23076923076923078,48
SAN ANTONIO SPURS,240,31,80,8,17,19,23,11,38,23,8,6,10,14,2015-01-18,home,win,89.0,UTAH JAZZ,69.0,0.27927927927927926,0.32,49
NEW ORLEANS PELICANS,240,39,82,5,17,12,20,11,30,19,8,2,17,20,2015-01-18,away,win,95.0,TORONTO RAPTORS,93.0,0.32231404958677684,0.22727272727272727,41
TORONTO RAPTORS,240,31,72,7,25,24,29,7,30,18,9,5,15,18,2015-01-18,home,loss,93.0,NEW ORLEANS PELICANS,95.0,0.30097087378640774,0.21875,37
