team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
WASHINGTON WIZARDS,240,35,82,12,22,8,14,7,33,21,9,1,16,21,2015-05-05,away,loss,90.0,ATLANTA HAWKS,106.0,0.29914529914529914,0.35294117647058826,40
ATLANTA HAWKS,240,37,85,10,29,22,25,11,33,30,10,6,10,16,2015-05-05,home,win,106.0,WASHINGTON WIZARDS,90.0,0.30327868852459017,0.2564102564102564,44
MEMPHIS GRIZZLIES,240,37,83,5,15,18,20,8,31,19,13,2,13,21,2015-05-05,away,win,97.0,GOLDEN STATE WARRIORS,90.0,0.30833333333333335,0.25,39
GOLDEN STATE WARRIORS,240,31,74,6,26,22,28,9,36,16,6,3,20,18,2015-05-05,home,loss,90.0,MEMPHIS GRIZZLIES,97.0,0.29523809523809524,0.1875,45
