team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
SACRAMENTO KINGS,240,37,76,9,20,16,20,11,33,22,5,3,21,26,2014-12-29,away,loss,99.0,BROOKLYN NETS,107.0,0.3274336283185841,0.3103448275862069,44
BROOKLYN NETS,240,36,80,8,21,27,39,14,26,20,12,3,9,18,2014-12-29,home,win,107.0,SACRAMENTO KINGS,99.0,0.3103448275862069,0.27586206896551724,40
MILWAUKEE BUCKS,265,40,85,6,21,18,21,2,40,21,8,10,19,25,2014-12-29,away,win,104.0,CHARLOTTE HORNETS,94.0,0.32,0.2222222222222222,42
CHARLOTTE HORNETS,265,33,90,7,25,21,26,9,39,20,13,9,17,20,2014-12-29,home,loss,94.0,MILWAUKEE BUCKS,104.0,0.2682926829268293,0.21875,48
WASHINGTON WIZARDS,240,35,73,8,18,26,28,6,29,21,11,4,18,21,2014-12-29,away,win,104.0,HOUSTON ROCKETS,103.0,0.32407407407407407,0.3076923076923077,35
HOUSTON ROCKETS,240,40,86,9,29,14,23,12,26,19,11,1,18,20,2014-12-29,home,loss,103.0,WASHINGTON WIZARDS,104.0,0.31746031746031744,0.23684210526315788,38
CHICAGO BULLS,240,29,84,5,13,29,33,14,32,17,8,7,10,16,2014-12-29,away,win,92.0,INDIANA PACERS,90.0,0.25663716814159293,0.2777777777777778,46
INDIANA PACERS,240,36,83,5,13,13,21,7,37,18,5,8,13,25,2014-12-29,home,loss,90.0,CHICAGO BULLS,92.0,0.3025210084033613,0.2777777777777778,44
UTAH JAZZ,240,38,92,8,19,13,22,18,34,26,7,3,13,22,2014-12-29,away,loss,97.0,LOS ANGELES CLIPPERS,101.0,0.2923076923076923,0.2962962962962963,52
LOS ANGELES CLIPPERS,240,37,81,10,23,17,22,7,34,24,7,12,14,16,2014-12-29,home,win,101.0,UTAH JAZZ,97.0,0.3135593220338983,0.30303030303030304,41
ORLANDO MAGIC,240,41,77,11,25,9,13,8,26,21,9,2,14,25,2014-12-29,away,win,102.0,MIAMI HEAT,101.0,0.3474576271186441,0.3055555555555556,34
MIAMI HEAT,240,33,63,7,14,28,40,6,30,18,9,3,14,15,2014-12-29,home,loss,101.0,ORLANDO MAGIC,102.0,0.34375,0.3333333333333333,36
