team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
UTAH JAZZ,240,43,86,5,23,6,12,8,22,28,12,8,11,17,2014-11-12,away,loss,97.0,ATLANTA HAWKS,100.0,0.3333333333333333,0.17857142857142858,30
ATLANTA HAWKS,240,39,76,9,20,13,18,13,33,23,8,4,18,12,2014-11-12,home,win,100.0,UTAH JAZZ,97.0,0.3391304347826087,0.3103448275862069,46
OKLAHOMA CITY THUNDER,240,40,82,10,24,19,22,8,33,23,1,3,8,13,2014-11-12,away,win,109.0,BOSTON CELTICS,94.0,0.32786885245901637,0.29411764705882354,41
BOSTON CELTICS,240,37,83,9,33,11,13,7,28,28,5,3,8,20,2014-11-12,home,loss,94.0,OKLAHOMA CITY THUNDER,109.0,0.30833333333333335,0.21428571428571427,35
PORTLAND TRAIL BLAZERS,240,45,88,16,33,24,29,12,34,30,7,9,14,21,2014-11-12,away,win,130.0,DENVER NUGGETS,113.0,0.3383458646616541,0.32653061224489793,46
DENVER NUGGETS,240,39,90,8,23,27,33,15,32,21,10,2,12,24,2014-11-12,home,loss,113.0,PORTLAND TRAIL BLAZERS,130.0,0.3023255813953488,0.25806451612903225,47
INDIANA PACERS,240,30,80,8,26,13,15,16,37,13,5,5,15,17,2014-11-12,away,win,81.0,MIAMI HEAT,75.0,0.2727272727272727,0.23529411764705882,53
MIAMI HEAT,240,29,68,9,20,8,18,6,22,18,11,5,9,18,2014-11-12,home,loss,75.0,INDIANA PACERS,81.0,0.29896907216494845,0.3103448275862069,28
HOUSTON ROCKETS,240,43,89,13,28,14,19,13,27,25,7,7,13,29,2014-11-12,away,win,113.0,MINNESOTA TIMBERWOLVES,101.0,0.32575757575757575,0.3170731707317073,40
MINNESOTA TIMBERWOLVES,240,36,81,6,12,23,30,9,32,22,6,6,13,17,2014-11-12,home,loss,101.0,HOUSTON ROCKETS,113.0,0.3076923076923077,0.3333333333333333,41
LOS ANGELES LAKERS,240,35,84,7,21,25,32,11,27,15,8,5,9,14,2014-11-12,away,loss,102.0,NEW ORLEANS PELICANS,109.0,0.29411764705882354,0.25,38
NEW ORLEANS PELICANS,240,45,82,8,19,11,18,8,36,27,3,12,13,24,2014-11-12,home,win,109.0,LOS ANGELES LAKERS,102.0,0.3543307086614173,0.2962962962962963,44
ORLANDO MAGIC,240,33,70,6,12,25,32,4,33,20,4,1,10,19,2014-11-12,away,win,97.0,NEW YORK KNICKS,95.0,0.32038834951456313,0.3333333333333333,37
NEW YORK KNICKS,240,37,86,8,23,13,14,11,29,17,2,6,7,27,2014-11-12,home,loss,95.0,ORLANDO MAGIC,97.0,0.3008130081300813,0.25806451612903225,40
BROOKLYN NETS,240,35,74,9,21,25,32,8,29,17,9,4,19,25,2014-11-12,away,loss,104.0,PHOENIX SUNS,112.0,0.3211009174311927,0.3,37
PHOENIX SUNS,240,39,81,8,24,26,29,12,32,20,10,2,20,22,2014-11-12,home,win,112.0,BROOKLYN NETS,104.0,0.325,0.25,44
DETROIT PISTONS,240,38,81,9,22,18,22,7,32,19,5,6,13,25,2014-11-12,away,loss,103.0,WASHINGTON WIZARDS,107.0,0.31932773109243695,0.2903225806451613,39
WASHINGTON WIZARDS,240,40,83,3,11,24,33,11,35,27,10,6,11,22,2014-11-12,home,win,107.0,DETROIT PISTONS,103.0,0.3252032520325203,0.21428571428571427,46
