team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
NEW ORLEANS HORNETS,240,36,75,8,15,20,22,11,44,26,8,5,13,18,2011-01-21,away,win,100.0,ATLANTA HAWKS,59.0,0.32432432432432434,0.34782608695652173,55
ATLANTA HAWKS,240,23,79,4,20,9,11,8,24,11,5,3,13,16,2011-01-21,home,loss,59.0,NEW ORLEANS HORNETS,100.0,0.22549019607843138,0.16666666666666666,32
UTAH JAZZ,240,28,70,4,13,26,34,12,22,19,6,6,21,28,2011-01-21,away,loss,86.0,BOSTON CELTICS,110.0,0.2857142857142857,0.23529411764705882,34
BOSTON CELTICS,240,37,67,9,21,27,31,7,27,31,15,5,16,30,2011-01-21,home,win,110.0,UTAH JAZZ,86.0,0.3557692307692308,0.3,34
MILWAUKEE BUCKS,240,39,77,4,16,20,24,8,31,24,7,7,14,29,2011-01-21,away,win,102.0,CLEVELAND CAVALIERS,88.0,0.33620689655172414,0.2,39
CLEVELAND CAVALIERS,240,26,68,4,7,32,40,9,27,16,3,1,15,26,2011-01-21,home,loss,88.0,MILWAUKEE BUCKS,102.0,0.2765957446808511,0.36363636363636365,36
LOS ANGELES LAKERS,240,47,88,4,16,9,14,15,32,24,3,4,9,20,2011-01-21,away,win,107.0,DENVER NUGGETS,97.0,0.34814814814814815,0.2,47
DENVER NUGGETS,240,37,78,7,21,16,20,6,21,23,7,1,9,15,2011-01-21,home,loss,97.0,LOS ANGELES LAKERS,107.0,0.3217391304347826,0.25,27
SACRAMENTO KINGS,265,42,94,3,12,25,37,13,32,22,11,2,20,23,2011-01-21,away,loss,112.0,GOLDEN STATE WARRIORS,119.0,0.3088235294117647,0.2,45
GOLDEN STATE WARRIORS,265,49,95,4,18,17,20,10,34,21,13,5,19,26,2011-01-21,home,win,119.0,SACRAMENTO KINGS,112.0,0.3402777777777778,0.18181818181818182,44
HOUSTON ROCKETS,240,38,83,8,23,26,31,12,25,20,8,4,13,20,2011-01-21,away,loss,110.0,MEMPHIS GRIZZLIES,115.0,0.3140495867768595,0.25806451612903225,37
MEMPHIS GRIZZLIES,240,49,92,0,4,17,21,13,32,16,10,4,11,23,2011-01-21,home,win,115.0,HOUSTON ROCKETS,110.0,0.3475177304964539,0.0,45
DETROIT PISTONS,240,25,75,4,12,20,29,12,23,12,5,3,11,18,2011-01-21,away,loss,74.0,NEW JERSEY NETS,89.0,0.25,0.25,35
NEW JERSEY NETS,240,36,72,5,11,12,14,8,36,23,6,7,14,24,2011-01-21,home,win,89.0,DETROIT PISTONS,74.0,0.3333333333333333,0.3125,44
TORONTO RAPTORS,240,29,82,4,15,10,17,14,30,15,6,2,13,24,2011-01-21,away,loss,72.0,ORLANDO MAGIC,112.0,0.26126126126126126,0.21052631578947367,44
ORLANDO MAGIC,240,42,89,9,27,19,27,20,40,21,5,4,9,14,2011-01-21,home,win,112.0,TORONTO RAPTORS,72.0,0.32061068702290074,0.25,60
NEW YORK KNICKS,240,37,98,6,15,12,12,17,27,19,11,6,13,22,2011-01-21,away,loss,92.0,SAN ANTONIO SPURS,101.0,0.2740740740740741,0.2857142857142857,44
SAN ANTONIO SPURS,240,40,82,4,17,17,25,13,37,28,8,12,17,18,2011-01-21,home,win,101.0,NEW YORK KNICKS,92.0,0.32786885245901637,0.19047619047619047,50
PHOENIX SUNS,240,41,86,11,24,16,19,9,38,25,6,4,18,13,2011-01-21,away,win,109.0,WASHINGTON WIZARDS,91.0,0.3228346456692913,0.3142857142857143,47
WASHINGTON WIZARDS,240,37,91,7,18,10,13,13,35,25,8,6,16,16,2011-01-21,home,loss,91.0,PHOENIX SUNS,109.0,0.2890625,0.28,48
