team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
PHOENIX SUNS,240,45,81,11,23,17,22,11,24,28,7,1,14,20,away,win,118.0,ATLANTA HAWKS,114.0
ATLANTA HAWKS,240,45,83,7,23,17,22,13,27,29,6,4,14,22,home,loss,114.0,PHOENIX SUNS,118.0
GOLDEN STATE WARRIORS,240,36,84,6,23,19,23,15,31,19,6,2,14,22,away,loss,97.0,DETROIT PISTONS,102.0
DETROIT PISTONS,240,37,82,9,17,19,28,13,33,27,8,4,11,17,home,win,102.0,GOLDEN STATE WARRIORS,97.0
MINNESOTA TIMBERWOLVES,240,34,91,3,13,23,33,19,35,11,5,5,16,34,away,loss,94.0,HOUSTON ROCKETS,120.0
HOUSTON ROCKETS,240,38,86,5,16,39,47,10,39,23,9,4,6,22,home,win,120.0,MINNESOTA TIMBERWOLVES,94.0
PORTLAND TRAIL BLAZERS,240,32,75,6,20,26,31,6,19,21,4,2,13,15,away,loss,96.0,LOS ANGELES LAKERS,121.0
LOS ANGELES LAKERS,240,50,91,8,17,13,15,14,35,33,6,4,15,26,home,win,121.0,PORTLAND TRAIL BLAZERS,96.0
PHILADELPHIA 76ERS,240,37,78,7,18,25,35,8,37,20,9,3,16,23,away,win,106.0,NEW YORK KNICKS,96.0
NEW YORK KNICKS,240,34,85,3,19,25,35,14,35,20,12,6,16,25,home,loss,96.0,PHILADELPHIA 76ERS,106.0
BOSTON CELTICS,240,36,76,4,10,16,20,8,32,22,9,3,11,16,away,win,92.0,OKLAHOMA CITY THUNDER,83.0
OKLAHOMA CITY THUNDER,240,32,75,4,10,15,17,9,31,17,9,2,18,21,home,loss,83.0,BOSTON CELTICS,92.0
