team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
PHOENIX SUNS,240,32,87,7,22,27,37,16,24,16,4,4,12,32,away,loss,98.0,DENVER NUGGETS,132.0
DENVER NUGGETS,240,44,79,7,17,37,43,9,38,30,4,6,14,27,home,win,132.0,PHOENIX SUNS,98.0
CLEVELAND CAVALIERS,240,23,77,1,14,10,16,14,28,12,9,4,19,17,away,loss,57.0,LOS ANGELES LAKERS,112.0
LOS ANGELES LAKERS,240,46,86,10,20,10,15,13,40,25,11,7,12,14,home,win,112.0,CLEVELAND CAVALIERS,57.0
SAN ANTONIO SPURS,240,37,79,11,22,22,28,8,38,28,8,5,17,19,away,win,107.0,MINNESOTA TIMBERWOLVES,96.0
MINNESOTA TIMBERWOLVES,240,34,90,8,23,20,24,14,33,19,13,2,15,21,home,loss,96.0,SAN ANTONIO SPURS,107.0
INDIANA PACERS,240,46,90,8,16,11,11,12,28,29,6,5,12,21,away,win,111.0,PHILADELPHIA 76ERS,103.0
PHILADELPHIA 76ERS,240,41,86,7,18,14,17,8,28,26,3,0,11,18,home,loss,103.0,INDIANA PACERS,111.0
NEW YORK KNICKS,240,42,83,5,12,11,15,9,31,27,10,5,12,21,away,win,100.0,PORTLAND TRAIL BLAZERS,86.0
PORTLAND TRAIL BLAZERS,240,29,84,4,18,24,28,14,29,8,3,7,14,14,home,loss,86.0,NEW YORK KNICKS,100.0
SACRAMENTO KINGS,265,53,108,7,20,20,25,12,28,31,11,6,12,23,away,loss,133.0,WASHINGTON WIZARDS,136.0
WASHINGTON WIZARDS,265,47,95,9,17,33,39,14,41,28,10,3,19,22,home,win,136.0,SACRAMENTO KINGS,133.0
