team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
PHILADELPHIA 76ERS,240,39,83,2,10,11,17,9,32,20,4,4,7,18,2011-04-27,away,loss,91.0,MIAMI HEAT,97.0,0.319672131147541,0.16666666666666666,41
MIAMI HEAT,240,32,80,12,30,21,25,15,32,17,6,3,10,12,2011-04-27,home,win,97.0,PHILADELPHIA 76ERS,91.0,0.2857142857142857,0.2857142857142857,47
DENVER NUGGETS,240,36,78,8,18,17,21,4,34,16,8,3,18,27,2011-04-27,away,loss,97.0,OKLAHOMA CITY THUNDER,100.0,0.3157894736842105,0.3076923076923077,38
OKLAHOMA CITY THUNDER,240,30,82,6,24,34,42,16,35,16,10,14,14,19,2011-04-27,home,win,100.0,DENVER NUGGETS,97.0,0.26785714285714285,0.2,51
MEMPHIS GRIZZLIES,265,41,87,3,10,18,23,10,40,19,12,5,16,28,2011-04-27,away,loss,103.0,SAN ANTONIO SPURS,110.0,0.3203125,0.23076923076923078,50
SAN ANTONIO SPURS,265,39,85,7,22,25,32,10,35,23,9,4,15,18,2011-04-27,home,win,110.0,MEMPHIS GRIZZLIES,103.0,0.31451612903225806,0.2413793103448276,45
