team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
ATLANTA HAWKS,240,34,85,2,19,20,25,10,33,15,3,7,9,17,2011-02-28,away,loss,90.0,DENVER NUGGETS,100.0,0.2857142857142857,0.09523809523809523,43
DENVER NUGGETS,240,40,82,3,14,17,24,7,37,22,6,5,6,15,2011-02-28,home,win,100.0,ATLANTA HAWKS,90.0,0.32786885245901637,0.17647058823529413,44
PHOENIX SUNS,265,42,92,9,25,11,13,7,37,28,10,2,13,14,2011-02-28,away,win,104.0,NEW JERSEY NETS,103.0,0.31343283582089554,0.2647058823529412,44
NEW JERSEY NETS,265,42,89,7,21,12,16,9,40,32,5,2,16,20,2011-02-28,home,loss,103.0,PHOENIX SUNS,104.0,0.32061068702290074,0.25,49
LOS ANGELES CLIPPERS,240,37,81,6,17,19,27,9,30,20,14,3,20,27,2011-02-28,away,loss,99.0,SACRAMENTO KINGS,105.0,0.3135593220338983,0.2608695652173913,39
SACRAMENTO KINGS,240,38,80,5,18,24,35,11,38,14,11,4,19,22,2011-02-28,home,win,105.0,LOS ANGELES CLIPPERS,99.0,0.3220338983050847,0.21739130434782608,49
BOSTON CELTICS,240,39,82,7,15,22,25,6,36,22,9,3,12,27,2011-02-28,away,win,107.0,UTAH JAZZ,102.0,0.32231404958677684,0.3181818181818182,42
UTAH JAZZ,240,35,78,1,7,31,37,9,32,16,5,3,13,21,2011-02-28,home,loss,102.0,BOSTON CELTICS,107.0,0.30973451327433627,0.125,41
CHICAGO BULLS,240,39,81,8,23,19,22,15,41,24,9,6,17,17,2011-02-28,away,win,105.0,WASHINGTON WIZARDS,77.0,0.325,0.25806451612903225,56
WASHINGTON WIZARDS,240,31,87,4,13,11,14,13,26,19,8,6,15,21,2011-02-28,home,loss,77.0,CHICAGO BULLS,105.0,0.2627118644067797,0.23529411764705882,39
