team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
DETROIT PISTONS,240,38,87,11,19,13,16,10,22,22,13,5,13,16,2010-12-27,away,loss,100.0,CHARLOTTE BOBCATS,105.0,0.304,0.36666666666666664,32
CHARLOTTE BOBCATS,240,40,76,10,17,15,19,11,35,24,8,13,23,15,2010-12-27,home,win,105.0,DETROIT PISTONS,100.0,0.3448275862068966,0.37037037037037035,46
PHILADELPHIA 76ERS,240,38,88,4,17,15,20,18,36,25,4,3,17,15,2010-12-27,away,loss,95.0,GOLDEN STATE WARRIORS,110.0,0.30158730158730157,0.19047619047619047,54
GOLDEN STATE WARRIORS,240,39,83,15,23,17,21,10,34,31,9,6,12,17,2010-12-27,home,win,110.0,PHILADELPHIA 76ERS,95.0,0.319672131147541,0.39473684210526316,44
WASHINGTON WIZARDS,240,34,85,3,8,22,29,15,27,15,8,7,14,21,2010-12-27,away,loss,93.0,HOUSTON ROCKETS,100.0,0.2857142857142857,0.2727272727272727,42
HOUSTON ROCKETS,240,37,81,6,20,20,25,12,32,20,5,6,13,24,2010-12-27,home,win,100.0,WASHINGTON WIZARDS,93.0,0.3135593220338983,0.23076923076923078,44
TORONTO RAPTORS,240,38,76,4,19,5,14,10,24,21,8,4,25,23,2010-12-27,away,loss,85.0,MEMPHIS GRIZZLIES,96.0,0.3333333333333333,0.17391304347826086,34
MEMPHIS GRIZZLIES,240,35,69,3,12,23,28,7,26,19,15,4,21,19,2010-12-27,home,win,96.0,TORONTO RAPTORS,85.0,0.33653846153846156,0.2,33
ATLANTA HAWKS,240,38,75,6,14,13,20,11,36,23,7,2,15,17,2010-12-27,away,win,95.0,MILWAUKEE BUCKS,80.0,0.336283185840708,0.3,47
MILWAUKEE BUCKS,240,28,75,4,15,20,26,9,24,16,5,4,14,17,2010-12-27,home,loss,80.0,ATLANTA HAWKS,95.0,0.27184466019417475,0.21052631578947367,33
NEW ORLEANS HORNETS,240,36,85,3,11,23,27,13,26,23,8,4,10,25,2010-12-27,away,loss,98.0,MINNESOTA TIMBERWOLVES,113.0,0.2975206611570248,0.21428571428571427,39
MINNESOTA TIMBERWOLVES,240,41,77,11,23,20,25,6,33,29,8,6,14,17,2010-12-27,home,win,113.0,NEW ORLEANS HORNETS,98.0,0.3474576271186441,0.3235294117647059,39
ORLANDO MAGIC,240,39,82,12,30,14,19,12,36,26,9,8,14,22,2010-12-27,away,win,104.0,NEW JERSEY NETS,88.0,0.32231404958677684,0.2857142857142857,48
NEW JERSEY NETS,240,31,79,4,11,22,29,9,31,12,9,3,14,19,2010-12-27,home,loss,88.0,ORLANDO MAGIC,104.0,0.2818181818181818,0.26666666666666666,40
DALLAS MAVERICKS,240,41,84,11,23,10,11,6,37,29,7,2,14,20,2010-12-27,away,win,103.0,OKLAHOMA CITY THUNDER,93.0,0.328,0.3235294117647059,43
OKLAHOMA CITY THUNDER,240,34,81,6,17,19,23,8,31,20,9,6,11,14,2010-12-27,home,loss,93.0,DALLAS MAVERICKS,103.0,0.2956521739130435,0.2608695652173913,39
LOS ANGELES CLIPPERS,240,40,83,9,22,11,15,16,32,23,6,5,19,14,2010-12-27,away,win,100.0,SACRAMENTO KINGS,99.0,0.3252032520325203,0.2903225806451613,48
SACRAMENTO KINGS,240,36,87,13,26,14,17,15,19,18,10,7,9,16,2010-12-27,home,loss,99.0,LOS ANGELES CLIPPERS,100.0,0.2926829268292683,0.3333333333333333,34
PORTLAND TRAIL BLAZERS,240,33,70,5,17,25,30,10,31,20,10,8,16,22,2010-12-27,away,win,96.0,UTAH JAZZ,91.0,0.32038834951456313,0.22727272727272727,41
UTAH JAZZ,240,32,74,10,20,17,19,8,23,17,6,5,17,19,2010-12-27,home,loss,91.0,PORTLAND TRAIL BLAZERS,96.0,0.3018867924528302,0.3333333333333333,31
