team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
SAN ANTONIO SPURS,240,39,80,7,14,14,21,6,23,16,6,4,7,17,2011-02-17,away,loss,99.0,CHICAGO BULLS,109.0,0.3277310924369748,0.3333333333333333,29
CHICAGO BULLS,240,43,80,6,16,17,20,9,32,24,2,6,10,17,2011-02-17,home,win,109.0,SAN ANTONIO SPURS,99.0,0.34959349593495936,0.2727272727272727,41
DALLAS MAVERICKS,240,43,82,10,27,16,23,5,34,26,8,4,12,20,2011-02-17,away,win,112.0,PHOENIX SUNS,106.0,0.344,0.2702702702702703,39
PHOENIX SUNS,240,42,83,5,19,17,22,9,34,24,5,4,13,22,2011-02-17,home,loss,106.0,DALLAS MAVERICKS,112.0,0.336,0.20833333333333334,43
