team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
INDIANA PACERS,240,38,92,1,5,18,22,19,32,15,8,7,20,18,away,loss,95.0,HOUSTON ROCKETS,112.0
HOUSTON ROCKETS,240,44,98,7,21,17,22,14,34,23,9,11,12,17,home,win,112.0,INDIANA PACERS,95.0
DENVER NUGGETS,240,40,102,3,14,11,18,24,32,21,6,4,16,23,away,loss,94.0,LOS ANGELES CLIPPERS,100.0
LOS ANGELES CLIPPERS,240,35,74,8,19,22,27,6,31,25,11,11,19,16,home,win,100.0,DENVER NUGGETS,94.0
TORONTO RAPTORS,315,47,111,10,20,32,36,16,38,27,7,5,7,32,away,loss,136.0,NEW JERSEY NETS,137.0
NEW JERSEY NETS,315,48,105,12,29,29,39,20,42,34,6,14,16,30,home,win,137.0,TORONTO RAPTORS,136.0
CHARLOTTE BOBCATS,240,29,68,1,10,10,13,12,29,12,5,3,21,25,away,loss,69.0,PORTLAND TRAIL BLAZERS,93.0
PORTLAND TRAIL BLAZERS,240,32,74,8,21,21,25,10,23,17,11,6,9,16,home,win,93.0,CHARLOTTE BOBCATS,69.0
SACRAMENTO KINGS,265,38,93,7,14,19,30,14,36,20,8,9,18,27,away,loss,102.0,UTAH JAZZ,109.0
UTAH JAZZ,265,40,88,4,10,25,33,11,36,22,12,13,15,26,home,win,109.0,SACRAMENTO KINGS,102.0
MINNESOTA TIMBERWOLVES,240,40,90,4,14,12,18,17,31,21,6,3,21,22,away,loss,96.0,WASHINGTON WIZARDS,103.0
WASHINGTON WIZARDS,240,39,91,8,18,17,28,16,28,21,10,4,13,20,home,win,103.0,MINNESOTA TIMBERWOLVES,96.0
