team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
CLEVELAND CAVALIERS,240,33,82,4,18,21,25,8,32,19,7,5,13,21,2011-01-01,away,loss,91.0,CHICAGO BULLS,100.0,0.28695652173913044,0.18181818181818182,40
CHICAGO BULLS,240,35,80,5,17,25,32,8,37,21,5,6,12,20,2011-01-01,home,win,100.0,CLEVELAND CAVALIERS,91.0,0.30434782608695654,0.22727272727272727,45
SACRAMENTO KINGS,240,38,90,4,15,6,15,7,28,23,15,7,14,22,2011-01-01,away,loss,86.0,DENVER NUGGETS,104.0,0.296875,0.21052631578947367,35
DENVER NUGGETS,240,39,85,6,14,20,26,13,45,22,10,7,20,18,2011-01-01,home,win,104.0,SACRAMENTO KINGS,86.0,0.31451612903225806,0.3,58
GOLDEN STATE WARRIORS,240,41,87,13,27,12,16,7,29,19,7,2,12,31,2011-01-01,away,loss,107.0,MIAMI HEAT,114.0,0.3203125,0.325,36
MIAMI HEAT,240,35,71,9,21,35,47,10,33,24,7,6,14,12,2011-01-01,home,win,114.0,GOLDEN STATE WARRIORS,107.0,0.330188679245283,0.3,43
DALLAS MAVERICKS,240,30,80,9,32,18,22,6,25,16,12,2,12,23,2011-01-01,away,loss,87.0,MILWAUKEE BUCKS,99.0,0.2727272727272727,0.21951219512195122,31
MILWAUKEE BUCKS,240,38,77,4,16,19,25,8,43,24,4,4,16,18,2011-01-01,home,win,99.0,DALLAS MAVERICKS,87.0,0.33043478260869563,0.2,51
NEW JERSEY NETS,240,33,73,5,15,17,28,13,23,22,11,5,19,22,2011-01-01,away,loss,88.0,MINNESOTA TIMBERWOLVES,103.0,0.3113207547169811,0.25,36
MINNESOTA TIMBERWOLVES,240,37,73,7,16,22,28,10,25,19,12,3,17,28,2011-01-01,home,win,103.0,NEW JERSEY NETS,88.0,0.33636363636363636,0.30434782608695654,35
OKLAHOMA CITY THUNDER,240,28,85,1,7,17,24,14,36,10,7,7,19,17,2011-01-01,away,loss,74.0,SAN ANTONIO SPURS,101.0,0.24778761061946902,0.125,50
SAN ANTONIO SPURS,240,42,90,5,16,12,16,11,41,23,10,5,14,20,2011-01-01,home,win,101.0,OKLAHOMA CITY THUNDER,74.0,0.3181818181818182,0.23809523809523808,52
MEMPHIS GRIZZLIES,240,33,77,5,18,21,27,14,29,18,7,4,19,27,2011-01-01,away,loss,92.0,UTAH JAZZ,98.0,0.3,0.21739130434782608,43
UTAH JAZZ,240,36,74,4,11,22,35,9,26,27,8,8,10,19,2011-01-01,home,win,98.0,MEMPHIS GRIZZLIES,92.0,0.32727272727272727,0.26666666666666666,35
NEW ORLEANS HORNETS,240,36,78,5,16,15,21,10,33,22,15,1,14,14,2011-01-01,away,win,92.0,WASHINGTON WIZARDS,81.0,0.3157894736842105,0.23809523809523808,43
WASHINGTON WIZARDS,240,33,77,5,19,10,11,10,27,21,7,10,17,20,2011-01-01,home,loss,81.0,NEW ORLEANS HORNETS,92.0,0.3,0.20833333333333334,37
