team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
BOSTON CELTICS,240,34,79,6,11,17,22,10,28,18,7,2,11,24,2011-05-03,away,loss,91.0,MIAMI HEAT,102.0,0.3008849557522124,0.35294117647058826,38
MIAMI HEAT,240,34,75,7,16,27,36,12,32,15,6,9,10,22,2011-05-03,home,win,102.0,BOSTON CELTICS,91.0,0.3119266055045872,0.30434782608695654,44
MEMPHIS GRIZZLIES,240,35,79,4,11,28,34,13,25,19,8,7,16,23,2011-05-03,away,loss,102.0,OKLAHOMA CITY THUNDER,111.0,0.30701754385964913,0.26666666666666666,38
OKLAHOMA CITY THUNDER,240,38,72,8,14,27,33,7,27,17,11,5,16,27,2011-05-03,home,win,111.0,MEMPHIS GRIZZLIES,102.0,0.34545454545454546,0.36363636363636365,34
