team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
TORONTO RAPTORS,240,35,78,5,15,16,19,8,25,22,5,8,18,25,2011-01-04,away,loss,91.0,CHICAGO BULLS,111.0,0.30973451327433627,0.25,33
CHICAGO BULLS,240,44,83,4,13,19,28,13,31,23,10,8,14,18,2011-01-04,home,win,111.0,TORONTO RAPTORS,91.0,0.3464566929133858,0.23529411764705882,44
PORTLAND TRAIL BLAZERS,240,33,79,4,16,11,17,14,32,17,5,3,8,17,2011-01-04,away,loss,81.0,DALLAS MAVERICKS,84.0,0.29464285714285715,0.2,46
DALLAS MAVERICKS,240,33,77,8,22,10,13,12,34,22,3,2,13,16,2011-01-04,home,win,84.0,PORTLAND TRAIL BLAZERS,81.0,0.3,0.26666666666666666,46
DETROIT PISTONS,240,32,72,3,13,16,24,10,27,22,4,2,16,19,2011-01-04,away,loss,83.0,LOS ANGELES LAKERS,108.0,0.3076923076923077,0.1875,37
LOS ANGELES LAKERS,240,42,89,6,17,18,22,13,28,29,7,4,6,20,2011-01-04,home,win,108.0,DETROIT PISTONS,83.0,0.32061068702290074,0.2608695652173913,41
OKLAHOMA CITY THUNDER,240,39,76,5,13,22,25,3,28,18,8,8,14,25,2011-01-04,away,loss,105.0,MEMPHIS GRIZZLIES,110.0,0.3391304347826087,0.2777777777777778,31
MEMPHIS GRIZZLIES,240,43,84,2,7,22,30,12,30,23,9,5,14,20,2011-01-04,home,win,110.0,OKLAHOMA CITY THUNDER,105.0,0.33858267716535434,0.2222222222222222,42
MILWAUKEE BUCKS,240,29,73,5,12,26,34,7,27,14,8,4,9,25,2011-01-04,away,loss,89.0,MIAMI HEAT,101.0,0.28431372549019607,0.29411764705882354,34
MIAMI HEAT,240,33,74,4,12,31,37,12,35,14,8,7,13,22,2011-01-04,home,win,101.0,MILWAUKEE BUCKS,89.0,0.308411214953271,0.25,47
SAN ANTONIO SPURS,240,44,82,5,18,22,30,10,27,18,5,3,16,18,2011-01-04,away,loss,115.0,NEW YORK KNICKS,128.0,0.3492063492063492,0.21739130434782608,37
NEW YORK KNICKS,240,50,91,8,27,20,23,10,28,26,9,4,6,17,2011-01-04,home,win,128.0,SAN ANTONIO SPURS,115.0,0.3546099290780142,0.22857142857142856,38
ATLANTA HAWKS,240,40,78,8,18,20,24,10,37,23,6,3,19,19,2011-01-04,away,win,108.0,SACRAMENTO KINGS,102.0,0.3389830508474576,0.3076923076923077,47
SACRAMENTO KINGS,240,43,96,5,14,11,18,13,26,23,9,4,10,22,2011-01-04,home,loss,102.0,ATLANTA HAWKS,108.0,0.30935251798561153,0.2631578947368421,39
