team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
SACRAMENTO KINGS,240,32,74,5,12,23,27,12,22,19,7,1,22,22,2011-03-21,away,loss,92.0,CHICAGO BULLS,132.0,0.3018867924528302,0.29411764705882354,34
CHICAGO BULLS,240,49,80,12,17,22,31,11,27,34,16,10,10,23,2011-03-21,home,win,132.0,SACRAMENTO KINGS,92.0,0.3798449612403101,0.41379310344827586,38
ORLANDO MAGIC,240,36,77,9,28,16,23,12,35,27,11,6,20,16,2011-03-21,away,win,97.0,CLEVELAND CAVALIERS,86.0,0.3185840707964602,0.24324324324324326,47
CLEVELAND CAVALIERS,240,32,81,5,20,17,21,10,28,24,9,5,15,17,2011-03-21,home,loss,86.0,ORLANDO MAGIC,97.0,0.2831858407079646,0.2,38
TORONTO RAPTORS,240,35,87,6,18,14,18,8,33,20,8,5,21,29,2011-03-21,away,loss,90.0,DENVER NUGGETS,123.0,0.28688524590163933,0.25,41
DENVER NUGGETS,240,43,90,7,23,30,37,13,39,31,9,10,16,18,2011-03-21,home,win,123.0,TORONTO RAPTORS,90.0,0.3233082706766917,0.23333333333333334,52
UTAH JAZZ,240,32,66,3,12,18,25,6,24,20,4,5,17,17,2011-03-21,away,loss,85.0,MEMPHIS GRIZZLIES,103.0,0.32653061224489793,0.2,30
MEMPHIS GRIZZLIES,240,45,89,5,12,8,10,14,26,33,8,7,9,20,2011-03-21,home,win,103.0,UTAH JAZZ,85.0,0.3358208955223881,0.29411764705882354,40
INDIANA PACERS,240,35,72,5,16,27,30,6,38,19,5,6,18,13,2011-03-21,away,win,102.0,NEW JERSEY NETS,98.0,0.32710280373831774,0.23809523809523808,44
NEW JERSEY NETS,240,39,98,8,26,12,18,17,26,25,10,4,8,26,2011-03-21,home,loss,98.0,INDIANA PACERS,102.0,0.2846715328467153,0.23529411764705882,43
BOSTON CELTICS,240,37,80,1,10,21,26,10,38,17,11,0,8,21,2011-03-21,away,win,96.0,NEW YORK KNICKS,86.0,0.3162393162393162,0.09090909090909091,48
NEW YORK KNICKS,240,30,74,7,22,19,25,9,29,20,6,6,13,23,2011-03-21,home,loss,86.0,BOSTON CELTICS,96.0,0.28846153846153844,0.2413793103448276,38
GOLDEN STATE WARRIORS,240,38,84,6,19,14,18,12,33,16,7,3,17,19,2011-03-21,away,loss,96.0,SAN ANTONIO SPURS,111.0,0.3114754098360656,0.24,45
SAN ANTONIO SPURS,240,42,85,11,32,16,19,7,35,29,7,4,11,11,2011-03-21,home,win,111.0,GOLDEN STATE WARRIORS,96.0,0.33070866141732286,0.2558139534883721,42
