team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
MILWAUKEE BUCKS,240,35,90,5,23,11,13,17,29,21,5,4,6,20,2011-03-28,away,loss,86.0,CHARLOTTE BOBCATS,87.0,0.28,0.17857142857142858,46
CHARLOTTE BOBCATS,240,33,68,3,11,18,26,4,33,25,2,2,9,17,2011-03-28,home,win,87.0,MILWAUKEE BUCKS,86.0,0.32673267326732675,0.21428571428571427,37
PHILADELPHIA 76ERS,240,39,86,4,14,15,21,12,32,24,11,9,14,18,2011-03-28,away,win,97.0,CHICAGO BULLS,85.0,0.312,0.2222222222222222,44
CHICAGO BULLS,240,33,80,1,9,18,30,13,29,18,10,11,17,18,2011-03-28,home,loss,85.0,PHILADELPHIA 76ERS,97.0,0.2920353982300885,0.1,42
BOSTON CELTICS,240,34,62,4,11,28,36,3,26,19,5,3,15,21,2011-03-28,away,loss,100.0,INDIANA PACERS,107.0,0.3541666666666667,0.26666666666666666,29
INDIANA PACERS,240,42,77,6,15,17,22,8,28,18,7,4,14,22,2011-03-28,home,win,107.0,BOSTON CELTICS,100.0,0.35294117647058826,0.2857142857142857,36
ORLANDO MAGIC,265,36,80,11,32,23,32,9,35,19,9,2,21,28,2011-03-28,away,loss,106.0,NEW YORK KNICKS,113.0,0.3103448275862069,0.2558139534883721,44
NEW YORK KNICKS,265,35,81,12,35,31,41,11,32,16,10,1,14,31,2011-03-28,home,win,113.0,ORLANDO MAGIC,106.0,0.3017241379310345,0.2553191489361702,43
PORTLAND TRAIL BLAZERS,240,34,65,8,17,24,31,7,32,15,5,4,15,18,2011-03-28,away,win,100.0,SAN ANTONIO SPURS,92.0,0.3434343434343434,0.32,39
SAN ANTONIO SPURS,240,38,79,6,25,10,20,10,27,16,9,1,11,27,2011-03-28,home,loss,92.0,PORTLAND TRAIL BLAZERS,100.0,0.3247863247863248,0.1935483870967742,37
WASHINGTON WIZARDS,265,36,92,6,26,22,29,16,37,14,8,7,12,25,2011-03-28,away,win,100.0,UTAH JAZZ,95.0,0.28125,0.1875,53
UTAH JAZZ,265,39,93,7,24,10,21,17,36,23,7,7,17,25,2011-03-28,home,loss,95.0,WASHINGTON WIZARDS,100.0,0.29545454545454547,0.22580645161290322,53
