team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
CHICAGO BULLS,265,42,85,4,10,17,18,7,36,25,7,2,19,23,2010-11-05,away,loss,105.0,BOSTON CELTICS,110.0,0.33070866141732286,0.2857142857142857,43
BOSTON CELTICS,265,42,82,4,11,22,25,3,28,27,11,3,14,20,2010-11-05,home,win,110.0,CHICAGO BULLS,105.0,0.3387096774193548,0.26666666666666666,31
LOS ANGELES CLIPPERS,240,43,86,2,15,16,25,11,30,28,6,2,10,16,2010-11-05,away,loss,104.0,DENVER NUGGETS,111.0,0.3333333333333333,0.11764705882352941,41
DENVER NUGGETS,240,43,83,5,21,20,22,8,29,26,6,3,9,17,2010-11-05,home,win,111.0,LOS ANGELES CLIPPERS,104.0,0.3412698412698413,0.19230769230769232,37
CHARLOTTE BOBCATS,240,37,67,9,20,7,11,8,30,28,7,9,22,18,2010-11-05,away,loss,90.0,DETROIT PISTONS,97.0,0.3557692307692308,0.3103448275862069,38
DETROIT PISTONS,240,32,75,7,13,26,27,9,22,14,11,3,12,13,2010-11-05,home,win,97.0,CHARLOTTE BOBCATS,90.0,0.29906542056074764,0.35,31
UTAH JAZZ,240,30,76,3,14,15,21,10,36,18,9,6,19,23,2010-11-05,away,loss,78.0,GOLDEN STATE WARRIORS,85.0,0.2830188679245283,0.17647058823529413,46
GOLDEN STATE WARRIORS,240,35,93,2,14,13,22,21,31,16,11,3,16,23,2010-11-05,home,win,85.0,UTAH JAZZ,78.0,0.2734375,0.125,52
MILWAUKEE BUCKS,240,32,83,8,20,22,30,9,36,16,9,2,15,24,2010-11-05,away,win,94.0,INDIANA PACERS,90.0,0.2782608695652174,0.2857142857142857,45
INDIANA PACERS,240,29,75,6,24,26,30,4,40,11,6,9,19,24,2010-11-05,home,loss,90.0,MILWAUKEE BUCKS,94.0,0.27884615384615385,0.2,44
TORONTO RAPTORS,240,41,87,5,13,16,19,19,30,22,9,2,21,22,2010-11-05,away,loss,103.0,LOS ANGELES LAKERS,108.0,0.3203125,0.2777777777777778,49
LOS ANGELES LAKERS,240,37,77,7,21,27,32,7,24,22,12,5,12,20,2010-11-05,home,win,108.0,TORONTO RAPTORS,103.0,0.32456140350877194,0.25,31
ATLANTA HAWKS,240,44,81,4,18,21,26,8,35,27,5,8,15,15,2010-11-05,away,win,113.0,MINNESOTA TIMBERWOLVES,103.0,0.352,0.18181818181818182,43
MINNESOTA TIMBERWOLVES,240,42,99,8,22,11,12,16,26,24,8,8,11,22,2010-11-05,home,loss,103.0,ATLANTA HAWKS,113.0,0.2978723404255319,0.26666666666666666,42
MIAMI HEAT,240,33,78,5,21,22,24,8,28,19,6,5,13,17,2010-11-05,away,loss,93.0,NEW ORLEANS HORNETS,96.0,0.2972972972972973,0.19230769230769232,36
NEW ORLEANS HORNETS,240,39,79,4,14,14,17,10,32,26,9,1,13,22,2010-11-05,home,win,96.0,MIAMI HEAT,93.0,0.3305084745762712,0.2222222222222222,42
WASHINGTON WIZARDS,240,34,75,4,16,19,22,9,28,13,6,2,23,18,2010-11-05,away,loss,91.0,NEW YORK KNICKS,112.0,0.3119266055045872,0.2,37
NEW YORK KNICKS,240,44,87,12,29,12,18,13,28,23,11,11,18,21,2010-11-05,home,win,112.0,WASHINGTON WIZARDS,91.0,0.33587786259541985,0.2926829268292683,41
NEW JERSEY NETS,240,36,84,10,22,8,9,7,24,20,7,3,10,27,2010-11-05,away,loss,90.0,ORLANDO MAGIC,105.0,0.3,0.3125,31
ORLANDO MAGIC,240,34,71,11,28,26,32,13,37,16,5,3,17,11,2010-11-05,home,win,105.0,NEW JERSEY NETS,90.0,0.3238095238095238,0.28205128205128205,50
CLEVELAND CAVALIERS,240,41,75,3,13,38,48,13,28,22,6,1,17,17,2010-11-05,away,win,123.0,PHILADELPHIA 76ERS,116.0,0.35344827586206895,0.1875,41
PHILADELPHIA 76ERS,240,46,83,6,17,18,25,10,20,26,10,7,14,32,2010-11-05,home,loss,116.0,CLEVELAND CAVALIERS,123.0,0.35658914728682173,0.2608695652173913,30
MEMPHIS GRIZZLIES,290,45,96,6,19,22,34,16,32,21,18,7,26,30,2010-11-05,away,loss,118.0,PHOENIX SUNS,123.0,0.3191489361702128,0.24,48
PHOENIX SUNS,290,43,101,14,35,23,32,21,34,23,13,2,28,29,2010-11-05,home,win,123.0,MEMPHIS GRIZZLIES,118.0,0.2986111111111111,0.2857142857142857,55
