team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
SAN ANTONIO SPURS,240,38,80,7,15,21,31,12,37,20,13,4,13,18,2005-02-08,away,win,104.0,CHARLOTTE BOBCATS,85.0,0.3220338983050847,0.3181818181818182,49
CHARLOTTE BOBCATS,240,32,85,4,9,17,22,12,26,23,11,7,16,21,2005-02-08,home,loss,85.0,SAN ANTONIO SPURS,104.0,0.27350427350427353,0.3076923076923077,38
TORONTO RAPTORS,240,36,83,5,12,14,21,11,24,21,11,3,13,15,2005-02-08,away,loss,91.0,CLEVELAND CAVALIERS,104.0,0.3025210084033613,0.29411764705882354,35
CLEVELAND CAVALIERS,240,45,78,3,11,11,17,9,36,31,7,6,18,21,2005-02-08,home,win,104.0,TORONTO RAPTORS,91.0,0.36585365853658536,0.21428571428571427,45
CHICAGO BULLS,240,38,81,8,15,23,32,16,40,19,5,4,15,25,2005-02-08,away,win,107.0,DALLAS MAVERICKS,100.0,0.31932773109243695,0.34782608695652173,56
DALLAS MAVERICKS,240,32,86,12,30,24,30,9,31,19,10,1,10,25,2005-02-08,home,loss,100.0,CHICAGO BULLS,107.0,0.2711864406779661,0.2857142857142857,40
UTAH JAZZ,240,29,80,3,12,26,36,15,30,20,5,11,12,27,2005-02-08,away,loss,87.0,DENVER NUGGETS,97.0,0.26605504587155965,0.2,45
DENVER NUGGETS,240,34,83,2,8,27,36,15,34,26,9,11,10,25,2005-02-08,home,win,97.0,UTAH JAZZ,87.0,0.2905982905982906,0.2,49
MINNESOTA TIMBERWOLVES,240,36,68,5,13,19,24,12,29,25,6,5,20,24,2005-02-08,away,loss,96.0,MEMPHIS GRIZZLIES,108.0,0.34615384615384615,0.2777777777777778,41
MEMPHIS GRIZZLIES,240,41,82,9,21,17,27,15,18,22,11,5,10,24,2005-02-08,home,win,108.0,MINNESOTA TIMBERWOLVES,96.0,0.3333333333333333,0.3,33
BOSTON CELTICS,240,38,78,4,15,17,26,9,23,26,8,5,16,28,2005-02-08,away,loss,97.0,MILWAUKEE BUCKS,121.0,0.3275862068965517,0.21052631578947367,32
MILWAUKEE BUCKS,240,41,76,10,19,29,36,12,28,25,10,3,17,22,2005-02-08,home,win,121.0,BOSTON CELTICS,97.0,0.3504273504273504,0.3448275862068966,40
GOLDEN STATE WARRIORS,240,40,84,6,16,27,34,9,35,24,7,7,15,17,2005-02-08,away,win,113.0,ORLANDO MAGIC,109.0,0.3225806451612903,0.2727272727272727,44
ORLANDO MAGIC,240,47,102,2,6,13,15,16,36,20,5,6,12,26,2005-02-08,home,loss,109.0,GOLDEN STATE WARRIORS,113.0,0.31543624161073824,0.25,52
PHOENIX SUNS,240,50,96,7,21,18,26,16,34,26,9,3,19,21,2005-02-08,away,win,125.0,SACRAMENTO KINGS,123.0,0.3424657534246575,0.25,50
SACRAMENTO KINGS,240,47,93,12,20,17,24,12,30,34,12,2,15,21,2005-02-08,home,loss,123.0,PHOENIX SUNS,125.0,0.3357142857142857,0.375,42
NEW ORLEANS HORNETS,240,29,75,5,15,28,36,11,17,15,6,2,11,21,2005-02-08,away,loss,91.0,SEATTLE SUPERSONICS,108.0,0.27884615384615385,0.25,28
SEATTLE SUPERSONICS,240,41,70,8,20,18,27,11,30,19,6,7,13,28,2005-02-08,home,win,108.0,NEW ORLEANS HORNETS,91.0,0.36936936936936937,0.2857142857142857,41
