team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
DETROIT PISTONS,240,40,72,3,6,12,26,14,35,24,9,5,15,18,2005-04-19,away,win,95.0,ATLANTA HAWKS,68.0,0.35714285714285715,0.3333333333333333,49
ATLANTA HAWKS,240,28,85,2,10,10,16,21,21,16,6,2,13,24,2005-04-19,home,loss,68.0,DETROIT PISTONS,95.0,0.24778761061946902,0.16666666666666666,42
NEW YORK KNICKS,240,38,82,4,15,11,20,13,36,21,7,2,13,16,2005-04-19,away,loss,91.0,CHICAGO BULLS,92.0,0.31666666666666665,0.21052631578947367,49
CHICAGO BULLS,240,33,82,13,25,13,13,7,29,24,6,5,14,21,2005-04-19,home,win,92.0,NEW YORK KNICKS,91.0,0.28695652173913044,0.34210526315789475,36
BOSTON CELTICS,240,33,76,3,15,17,23,10,20,22,9,5,16,25,2005-04-19,away,loss,86.0,CLEVELAND CAVALIERS,100.0,0.30275229357798167,0.16666666666666666,30
CLEVELAND CAVALIERS,240,40,79,4,7,16,23,17,31,30,10,8,17,24,2005-04-19,home,win,100.0,BOSTON CELTICS,86.0,0.33613445378151263,0.36363636363636365,48
SEATTLE SUPERSONICS,240,33,73,10,21,20,26,12,29,14,11,6,16,21,2005-04-19,away,loss,96.0,DALLAS MAVERICKS,101.0,0.3113207547169811,0.3225806451612903,41
DALLAS MAVERICKS,240,40,79,4,11,17,24,13,25,32,10,4,13,19,2005-04-19,home,win,101.0,SEATTLE SUPERSONICS,96.0,0.33613445378151263,0.26666666666666666,38
PORTLAND TRAIL BLAZERS,240,43,85,2,10,27,42,10,30,24,12,11,12,15,2005-04-19,away,loss,115.0,DENVER NUGGETS,119.0,0.3359375,0.16666666666666666,40
DENVER NUGGETS,240,46,95,3,13,24,27,15,37,29,8,8,15,30,2005-04-19,home,win,119.0,PORTLAND TRAIL BLAZERS,115.0,0.3262411347517731,0.1875,52
CHARLOTTE BOBCATS,240,30,75,1,12,19,26,4,35,16,7,1,14,21,2005-04-19,away,loss,80.0,MIAMI HEAT,99.0,0.2857142857142857,0.07692307692307693,39
MIAMI HEAT,240,37,84,8,25,17,25,12,40,22,8,6,12,21,2005-04-19,home,win,99.0,CHARLOTTE BOBCATS,80.0,0.30578512396694213,0.24242424242424243,52
TORONTO RAPTORS,240,46,88,12,23,23,26,10,32,29,9,2,15,26,2005-04-19,away,win,127.0,MILWAUKEE BUCKS,109.0,0.34328358208955223,0.34285714285714286,42
MILWAUKEE BUCKS,240,40,88,4,15,25,28,14,30,22,6,2,14,18,2005-04-19,home,loss,109.0,TORONTO RAPTORS,127.0,0.3125,0.21052631578947367,44
WASHINGTON WIZARDS,240,37,79,7,17,20,27,15,27,22,4,4,16,23,2005-04-19,away,loss,101.0,NEW JERSEY NETS,109.0,0.31896551724137934,0.2916666666666667,42
NEW JERSEY NETS,240,42,86,8,21,17,21,11,25,25,10,1,8,16,2005-04-19,home,win,109.0,WASHINGTON WIZARDS,101.0,0.328125,0.27586206896551724,36
