team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
BOSTON CELTICS,240,33,74,4,12,27,36,9,37,21,8,5,15,27,away,win,97.0,CHARLOTTE BOBCATS,92.0
CHARLOTTE BOBCATS,240,38,85,6,19,10,22,15,30,22,8,7,14,25,home,loss,92.0,BOSTON CELTICS,97.0
DENVER NUGGETS,240,37,77,3,9,30,37,6,26,26,11,4,14,23,away,loss,107.0,CHICAGO BULLS,111.0
CHICAGO BULLS,240,40,82,7,24,24,28,11,32,22,10,6,18,29,home,win,111.0,DENVER NUGGETS,107.0
SEATTLE SUPERSONICS,240,38,93,13,33,15,15,20,28,21,7,0,9,19,away,win,104.0,LOS ANGELES LAKERS,93.0
LOS ANGELES LAKERS,240,34,74,8,26,17,22,9,27,21,4,5,12,19,home,loss,93.0,SEATTLE SUPERSONICS,104.0
ORLANDO MAGIC,240,27,71,3,9,26,33,9,35,15,7,4,12,24,away,loss,83.0,MEMPHIS GRIZZLIES,95.0
MEMPHIS GRIZZLIES,240,33,80,9,22,20,26,13,29,20,7,5,12,26,home,win,95.0,ORLANDO MAGIC,83.0
PHOENIX SUNS,240,46,85,16,32,25,38,10,35,24,5,9,14,21,away,win,133.0,NEW YORK KNICKS,118.0
NEW YORK KNICKS,240,45,105,6,13,22,29,23,29,22,7,4,12,27,home,loss,118.0,PHOENIX SUNS,133.0
NEW JERSEY NETS,240,35,83,5,11,18,22,9,21,21,10,1,11,25,away,loss,93.0,SACRAMENTO KINGS,113.0
SACRAMENTO KINGS,240,41,74,8,15,23,28,8,34,32,5,3,14,21,home,win,113.0,NEW JERSEY NETS,93.0
