team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
SAN ANTONIO SPURS,240,34,72,8,21,16,27,4,25,27,7,8,12,21,away,win,92.0,BOSTON CELTICS,84.0
BOSTON CELTICS,240,31,76,3,11,19,23,12,32,18,5,2,14,22,home,loss,84.0,SAN ANTONIO SPURS,92.0
NEW YORK KNICKS,240,38,89,8,25,17,20,11,31,20,7,6,13,23,away,loss,101.0,DALLAS MAVERICKS,103.0
DALLAS MAVERICKS,240,41,85,2,13,19,27,14,32,15,7,4,13,16,home,win,103.0,NEW YORK KNICKS,101.0
CHICAGO BULLS,240,32,76,3,14,14,19,6,33,23,5,2,22,28,away,loss,81.0,DENVER NUGGETS,99.0
DENVER NUGGETS,240,34,72,5,15,26,31,4,34,19,10,5,16,25,home,win,99.0,CHICAGO BULLS,81.0
INDIANA PACERS,240,29,70,9,20,30,35,9,28,19,15,1,10,21,away,win,97.0,DETROIT PISTONS,82.0
DETROIT PISTONS,240,29,74,4,16,20,22,12,30,17,4,7,15,22,home,loss,82.0,INDIANA PACERS,97.0
UTAH JAZZ,265,29,75,3,6,44,52,11,41,19,4,5,18,33,away,loss,105.0,MIAMI HEAT,107.0
MIAMI HEAT,265,39,86,7,17,22,44,12,29,21,9,9,8,35,home,win,107.0,UTAH JAZZ,105.0
LOS ANGELES LAKERS,240,37,81,14,25,14,21,13,34,17,2,4,13,22,away,loss,102.0,PHOENIX SUNS,107.0
PHOENIX SUNS,240,42,92,7,28,16,21,15,29,24,2,7,6,17,home,win,107.0,LOS ANGELES LAKERS,102.0
MILWAUKEE BUCKS,240,41,85,2,11,14,23,18,21,22,10,0,17,27,away,loss,98.0,PORTLAND TRAIL BLAZERS,110.0
PORTLAND TRAIL BLAZERS,240,35,79,10,18,30,33,20,32,20,12,3,21,27,home,win,110.0,MILWAUKEE BUCKS,98.0
MEMPHIS GRIZZLIES,240,38,75,9,21,20,28,11,34,19,3,3,19,28,away,loss,105.0,SACRAMENTO KINGS,107.0
SACRAMENTO KINGS,240,36,76,5,17,30,37,8,23,28,9,5,9,24,home,win,107.0,MEMPHIS GRIZZLIES,105.0
SEATTLE SUPERSONICS,240,34,79,10,19,23,30,11,33,22,8,2,13,22,away,win,101.0,TORONTO RAPTORS,94.0
TORONTO RAPTORS,240,34,79,7,20,19,24,9,25,20,9,4,15,26,home,loss,94.0,SEATTLE SUPERSONICS,101.0
