team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
MIAMI HEAT,240,32,76,9,24,26,31,10,37,18,7,5,17,32,2005-05-14,away,win,99.0,WASHINGTON WIZARDS,95.0,0.2962962962962963,0.2727272727272727,47
WASHINGTON WIZARDS,240,30,82,6,20,29,39,13,28,12,8,8,10,25,2005-05-14,home,loss,95.0,MIAMI HEAT,99.0,0.26785714285714285,0.23076923076923078,41
