team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
WASHINGTON WIZARDS,240,33,91,8,20,12,18,19,27,19,6,4,17,22,2005-02-12,away,loss,86.0,DETROIT PISTONS,107.0,0.2661290322580645,0.2857142857142857,46
DETROIT PISTONS,240,42,79,6,12,17,23,6,36,33,7,9,10,17,2005-02-12,home,win,107.0,WASHINGTON WIZARDS,86.0,0.34710743801652894,0.3333333333333333,42
ATLANTA HAWKS,240,30,77,1,8,22,28,12,31,22,6,4,20,28,2005-02-12,away,loss,83.0,MILWAUKEE BUCKS,113.0,0.2803738317757009,0.1111111111111111,43
MILWAUKEE BUCKS,240,38,76,5,11,32,39,8,33,27,17,10,11,27,2005-02-12,home,win,113.0,ATLANTA HAWKS,83.0,0.3333333333333333,0.3125,41
ORLANDO MAGIC,240,37,85,3,12,22,31,10,34,23,9,5,21,29,2005-02-12,away,loss,99.0,PHILADELPHIA 76ERS,112.0,0.30327868852459017,0.2,44
PHILADELPHIA 76ERS,240,38,81,4,14,32,43,13,39,15,12,1,20,27,2005-02-12,home,win,112.0,ORLANDO MAGIC,99.0,0.31932773109243695,0.2222222222222222,52
