team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
WASHINGTON WIZARDS,240,40,83,11,25,23,31,12,29,24,18,2,11,27,2004-12-03,away,win,114.0,ATLANTA HAWKS,90.0,0.3252032520325203,0.3055555555555556,41
ATLANTA HAWKS,240,34,79,3,15,19,29,20,32,15,6,3,24,22,2004-12-03,home,loss,90.0,WASHINGTON WIZARDS,114.0,0.3008849557522124,0.16666666666666666,52
TORONTO RAPTORS,240,37,91,3,20,12,15,16,33,21,6,7,16,27,2004-12-03,away,loss,89.0,BOSTON CELTICS,91.0,0.2890625,0.13043478260869565,49
BOSTON CELTICS,240,33,78,4,12,21,33,13,28,24,6,8,19,16,2004-12-03,home,win,91.0,TORONTO RAPTORS,89.0,0.2972972972972973,0.25,41
MIAMI HEAT,240,40,79,9,20,16,26,13,37,32,5,8,13,18,2004-12-03,away,win,105.0,CHICAGO BULLS,81.0,0.33613445378151263,0.3103448275862069,50
CHICAGO BULLS,240,33,88,7,17,8,14,12,27,24,4,3,11,23,2004-12-03,home,loss,81.0,MIAMI HEAT,105.0,0.2727272727272727,0.2916666666666667,39
GOLDEN STATE WARRIORS,240,29,79,3,14,27,32,9,31,20,6,7,13,24,2004-12-03,away,loss,88.0,LOS ANGELES LAKERS,97.0,0.26851851851851855,0.17647058823529413,40
LOS ANGELES LAKERS,240,36,83,5,14,20,32,13,39,23,8,5,13,22,2004-12-03,home,win,97.0,GOLDEN STATE WARRIORS,88.0,0.3025210084033613,0.2631578947368421,52
PHILADELPHIA 76ERS,240,37,86,3,12,9,15,15,27,17,12,1,16,25,2004-12-03,away,loss,86.0,MEMPHIS GRIZZLIES,94.0,0.3008130081300813,0.2,42
MEMPHIS GRIZZLIES,240,36,80,6,28,16,20,10,34,26,7,8,14,18,2004-12-03,home,win,94.0,PHILADELPHIA 76ERS,86.0,0.3103448275862069,0.17647058823529413,44
ORLANDO MAGIC,240,36,78,6,12,26,32,12,24,18,11,2,16,17,2004-12-03,away,win,104.0,NEW YORK KNICKS,98.0,0.3157894736842105,0.3333333333333333,36
NEW YORK KNICKS,240,41,86,3,21,13,18,13,27,15,10,3,20,20,2004-12-03,home,loss,98.0,ORLANDO MAGIC,104.0,0.3228346456692913,0.125,40
MINNESOTA TIMBERWOLVES,240,40,95,8,19,9,18,22,37,17,8,9,18,20,2004-12-03,away,win,97.0,PHOENIX SUNS,93.0,0.2962962962962963,0.2962962962962963,59
PHOENIX SUNS,240,37,92,2,18,17,21,14,33,16,6,4,14,20,2004-12-03,home,loss,93.0,MINNESOTA TIMBERWOLVES,97.0,0.2868217054263566,0.1,47
INDIANA PACERS,240,35,76,7,18,10,19,9,19,17,10,5,13,14,2004-12-03,away,loss,87.0,SACRAMENTO KINGS,113.0,0.3153153153153153,0.28,28
SACRAMENTO KINGS,240,45,90,6,24,17,19,23,34,28,10,1,16,15,2004-12-03,home,win,113.0,INDIANA PACERS,87.0,0.3333333333333333,0.2,57
DETROIT PISTONS,240,27,76,5,12,18,27,9,31,19,13,9,14,23,2004-12-03,away,loss,77.0,SAN ANTONIO SPURS,80.0,0.2621359223300971,0.29411764705882354,40
SAN ANTONIO SPURS,240,31,72,4,12,14,23,10,39,18,5,4,23,22,2004-12-03,home,win,80.0,DETROIT PISTONS,77.0,0.30097087378640774,0.25,49
