team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW JERSEY NETS,240,30,75,7,20,21,31,14,25,16,6,2,16,25
ATLANTA HAWKS,240,36,70,7,22,26,31,7,30,21,10,3,13,24
LOS ANGELES CLIPPERS,240,35,87,11,28,14,15,8,27,24,6,7,9,14
CLEVELAND CAVALIERS,240,42,85,14,26,14,15,11,34,23,6,3,11,15
CHARLOTTE BOBCATS,240,35,77,9,20,20,27,11,19,23,4,7,17,25
DENVER NUGGETS,240,40,73,4,13,26,35,11,28,28,10,7,16,28
BOSTON CELTICS,240,31,68,4,10,20,25,11,33,25,6,7,14,18
DETROIT PISTONS,240,30,74,1,8,17,23,11,25,16,5,3,9,18
MIAMI HEAT,240,39,81,10,29,15,21,8,31,21,4,7,13,23
INDIANA PACERS,240,37,87,15,31,25,29,13,34,25,8,2,8,22
LOS ANGELES LAKERS,240,48,95,10,27,26,33,19,34,23,5,7,12,25
MINNESOTA TIMBERWOLVES,240,41,96,4,15,33,37,16,27,24,10,9,9,26
GOLDEN STATE WARRIORS,240,34,83,4,17,19,22,10,37,15,8,5,15,27
NEW ORLEANS HORNETS,240,28,78,5,21,26,33,12,36,15,8,5,14,17
WASHINGTON WIZARDS,240,35,80,2,13,22,28,13,26,27,7,3,12,19
PHILADELPHIA 76ERS,240,42,77,9,23,11,20,8,28,28,7,9,12,21
CHICAGO BULLS,240,45,81,4,11,15,27,11,26,27,12,6,12,24
SACRAMENTO KINGS,240,28,76,4,16,28,33,15,29,10,6,3,22,24
MILWAUKEE BUCKS,240,35,75,7,20,19,20,9,30,20,3,4,15,23
TORONTO RAPTORS,240,33,76,3,12,16,18,8,28,18,5,5,16,23
OKLAHOMA CITY THUNDER,240,34,71,2,11,20,25,14,29,14,3,2,24,24
UTAH JAZZ,240,44,86,7,17,15,23,12,22,32,12,4,12,23
