team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,240,32,81,3,16,17,23,11,24,12,12,6,12,21
CHARLOTTE BOBCATS,240,34,62,8,14,17,23,4,35,21,7,6,20,20
NEW ORLEANS HORNETS,240,40,81,5,14,14,16,10,38,22,3,3,15,17
LOS ANGELES CLIPPERS,240,33,86,6,19,15,22,13,24,20,8,8,10,18
SAN ANTONIO SPURS,240,34,72,10,24,16,21,5,35,20,4,5,12,24
MEMPHIS GRIZZLIES,240,30,77,3,13,18,24,9,30,10,7,2,11,18
HOUSTON ROCKETS,240,36,79,10,19,25,28,12,39,21,5,0,18,19
MIAMI HEAT,240,36,84,9,24,17,27,7,28,19,13,6,8,22
MILWAUKEE BUCKS,240,40,87,4,13,17,21,10,30,20,8,1,14,39
ORLANDO MAGIC,240,31,65,8,22,38,54,7,33,18,3,7,18,20
SACRAMENTO KINGS,240,33,71,9,17,15,20,6,26,22,10,1,22,22
PORTLAND TRAIL BLAZERS,240,34,84,6,15,17,24,18,30,20,13,4,20,19
CHICAGO BULLS,240,41,80,5,11,14,15,11,26,18,9,2,19,14
UTAH JAZZ,240,43,84,3,13,11,15,14,24,30,12,2,15,17
