team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
HOUSTON ROCKETS,240,31,76,10,20,22,26,10,28,22,9,6,15,17
DENVER NUGGETS,240,37,77,11,23,19,24,11,31,28,6,14,14,21
PORTLAND TRAIL BLAZERS,240,36,69,7,17,17,23,12,23,23,4,8,12,21
DETROIT PISTONS,240,30,69,3,12,22,27,8,21,20,7,4,11,22
TORONTO RAPTORS,240,34,88,11,25,20,26,11,25,23,11,6,12,16
LOS ANGELES LAKERS,240,47,92,4,18,14,16,15,39,34,10,3,19,18
CHICAGO BULLS,240,38,73,8,15,19,24,7,35,26,4,6,15,18
PHILADELPHIA 76ERS,240,36,83,5,13,15,19,11,28,29,5,0,15,22
NEW JERSEY NETS,240,40,80,8,22,29,32,7,22,17,9,5,12,22
PHOENIX SUNS,240,40,73,11,21,18,24,8,30,19,8,7,21,21
