team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,35,84,2,18,12,15,12,37,20,10,2,14,17
ATLANTA HAWKS,240,33,79,7,26,14,20,6,34,17,6,2,13,17
PHOENIX SUNS,240,34,72,4,11,15,21,5,34,17,3,9,23,16
BOSTON CELTICS,240,45,94,5,15,9,14,11,31,30,12,3,12,22
SAN ANTONIO SPURS,240,29,71,5,21,23,34,10,29,20,3,5,7,22
CHARLOTTE BOBCATS,240,29,80,5,14,21,28,14,32,19,4,5,9,26
WASHINGTON WIZARDS,240,40,90,5,18,13,19,14,24,20,7,2,13,21
GOLDEN STATE WARRIORS,240,44,83,13,21,18,22,14,27,28,3,5,13,22
DENVER NUGGETS,240,42,77,9,17,20,27,11,31,30,8,4,20,19
HOUSTON ROCKETS,240,46,90,9,25,14,20,10,25,23,11,1,11,19
MINNESOTA TIMBERWOLVES,240,39,93,4,18,12,15,17,29,21,8,3,7,17
LOS ANGELES CLIPPERS,240,34,82,6,20,12,17,18,24,22,2,10,15,17
CLEVELAND CAVALIERS,240,34,80,8,23,12,19,15,26,19,9,8,13,14
LOS ANGELES LAKERS,240,44,84,10,24,7,15,17,28,27,9,7,15,17
DETROIT PISTONS,240,36,75,1,11,14,22,9,33,18,9,2,10,17
MEMPHIS GRIZZLIES,240,32,78,2,8,13,17,14,32,14,5,4,13,20
INDIANA PACERS,240,37,86,8,19,18,22,10,30,22,4,1,11,26
NEW ORLEANS HORNETS,240,32,71,12,26,27,34,5,30,20,4,7,13,22
CHICAGO BULLS,240,40,94,4,17,14,17,18,40,22,6,6,17,22
NEW YORK KNICKS,240,36,83,9,23,21,28,7,34,18,7,6,11,12
DALLAS MAVERICKS,240,35,76,8,20,17,20,6,33,16,10,2,16,25
PHILADELPHIA 76ERS,240,35,82,9,22,14,21,15,31,17,7,3,16,16
MILWAUKEE BUCKS,240,33,79,6,19,13,18,8,22,14,9,3,13,25
PORTLAND TRAIL BLAZERS,240,37,80,4,16,24,34,19,39,23,6,3,14,20
