team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BOSTON CELTICS,240,32,73,2,14,23,29,10,23,17,13,7,13,20
CHARLOTTE BOBCATS,240,32,67,5,13,15,22,8,28,18,5,4,21,23
SAN ANTONIO SPURS,240,29,77,5,17,21,27,8,31,18,4,3,14,21
HOUSTON ROCKETS,240,39,81,6,20,19,24,3,31,22,12,4,7,25
MIAMI HEAT,240,39,86,10,27,8,11,9,28,26,5,7,14,23
LOS ANGELES CLIPPERS,240,35,82,4,13,23,35,14,31,22,7,6,13,17
OKLAHOMA CITY THUNDER,240,38,73,3,11,32,38,10,20,19,8,5,11,19
MEMPHIS GRIZZLIES,240,41,71,5,11,16,24,9,27,18,6,2,18,26
CLEVELAND CAVALIERS,240,39,94,5,22,14,19,19,34,22,8,3,10,21
MILWAUKEE BUCKS,240,29,74,6,16,21,23,7,31,19,6,4,18,19
DENVER NUGGETS,240,37,80,6,18,26,33,13,29,23,12,7,16,11
MINNESOTA TIMBERWOLVES,240,41,90,6,23,9,10,13,28,20,7,5,17,23
GOLDEN STATE WARRIORS,240,46,101,7,20,26,32,17,31,21,13,5,14,22
NEW YORK KNICKS,240,54,105,13,27,17,21,20,39,35,8,2,18,25
INDIANA PACERS,240,40,93,6,21,10,15,16,32,22,4,1,18,29
ORLANDO MAGIC,240,38,75,12,26,22,30,7,34,19,8,6,18,17
DALLAS MAVERICKS,240,36,83,7,17,22,26,12,34,20,7,4,12,18
SACRAMENTO KINGS,240,32,92,0,15,14,16,19,34,17,6,3,16,23
NEW JERSEY NETS,240,40,77,7,18,18,28,12,31,15,6,5,14,25
UTAH JAZZ,240,33,76,4,12,18,25,12,28,21,7,2,18,19
ATLANTA HAWKS,240,37,74,11,25,17,20,9,31,24,7,6,14,24
WASHINGTON WIZARDS,240,34,80,6,17,24,31,15,27,22,9,1,10,19
