team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,33,74,2,13,22,27,7,35,16,5,2,17,19
ATLANTA HAWKS,240,45,98,10,26,11,20,20,29,28,8,4,7,20
DETROIT PISTONS,240,41,83,4,9,16,21,14,26,21,7,6,15,27
CHICAGO BULLS,240,37,78,5,10,28,37,18,25,21,9,3,16,15
SACRAMENTO KINGS,240,35,79,8,15,22,29,3,25,15,8,4,13,15
DALLAS MAVERICKS,240,47,85,5,12,19,22,11,36,28,12,6,14,24
NEW YORK KNICKS,240,49,90,11,27,18,27,11,28,24,3,2,16,21
GOLDEN STATE WARRIORS,240,52,94,12,22,28,32,13,29,29,11,8,8,22
CLEVELAND CAVALIERS,240,34,78,6,21,21,29,14,35,11,4,5,15,18
INDIANA PACERS,240,37,84,11,23,11,15,10,30,15,6,4,10,18
OKLAHOMA CITY THUNDER,240,35,89,7,18,21,25,10,36,25,8,6,13,20
LOS ANGELES LAKERS,240,45,99,5,20,10,17,16,40,21,7,4,13,18
DENVER NUGGETS,240,41,81,5,21,12,14,8,27,22,12,2,10,13
MIAMI HEAT,240,32,73,6,20,12,16,11,26,13,5,6,19,17
TORONTO RAPTORS,240,43,81,7,16,17,18,5,36,27,3,6,12,16
MINNESOTA TIMBERWOLVES,240,38,89,7,27,19,23,11,28,14,2,3,7,17
SAN ANTONIO SPURS,240,41,78,8,18,18,20,9,33,27,4,4,6,18
NEW JERSEY NETS,240,41,84,4,14,7,9,8,28,20,3,3,7,15
