team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,25,68,5,15,24,31,14,36,13,7,4,21,23
CHARLOTTE BOBCATS,240,29,78,3,17,13,22,14,30,13,11,5,18,28
ATLANTA HAWKS,240,36,81,7,13,17,24,12,25,18,2,3,9,16
CLEVELAND CAVALIERS,240,41,81,7,21,21,23,11,30,20,3,4,8,18
UTAH JAZZ,240,41,75,7,13,14,20,9,22,29,15,3,16,22
MEMPHIS GRIZZLIES,240,35,75,4,14,20,24,12,22,16,9,4,18,23
INDIANA PACERS,240,37,80,9,23,17,23,11,30,24,4,1,21,25
MIAMI HEAT,240,41,79,5,10,22,28,5,31,19,12,4,11,22
LOS ANGELES CLIPPERS,240,36,77,5,21,18,22,5,26,23,6,3,11,24
NEW JERSEY NETS,240,38,75,11,19,25,39,12,33,21,7,2,12,19
OKLAHOMA CITY THUNDER,240,38,72,5,12,16,23,7,22,21,7,1,12,19
NEW ORLEANS HORNETS,240,40,74,6,17,23,24,8,27,24,9,4,12,18
WASHINGTON WIZARDS,240,44,95,6,20,23,26,16,32,19,9,4,10,19
NEW YORK KNICKS,240,43,90,16,36,20,24,12,31,25,4,2,15,19
HOUSTON ROCKETS,240,40,83,7,18,13,18,8,34,23,7,4,12,24
ORLANDO MAGIC,240,33,81,7,27,22,26,8,30,19,3,5,12,16
PORTLAND TRAIL BLAZERS,240,35,90,11,34,11,18,17,19,17,9,5,9,18
PHOENIX SUNS,240,40,75,8,18,14,21,11,33,24,3,4,18,14
