team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BOSTON CELTICS,265,39,88,6,23,22,30,17,27,16,10,6,18,27
CHARLOTTE BOBCATS,265,38,79,7,16,31,34,8,31,25,9,5,17,23
SACRAMENTO KINGS,240,36,71,3,13,19,24,5,30,16,5,4,19,27
CHICAGO BULLS,240,32,83,2,11,33,36,17,25,21,9,5,15,20
LOS ANGELES CLIPPERS,240,32,74,7,17,31,40,15,32,16,4,5,16,21
DALLAS MAVERICKS,240,41,87,8,28,17,19,8,29,29,8,6,9,27
NEW ORLEANS HORNETS,240,39,77,5,14,33,37,7,37,17,6,0,9,22
LOS ANGELES LAKERS,240,36,86,16,34,17,22,12,27,24,4,2,12,25
MINNESOTA TIMBERWOLVES,240,35,74,8,22,16,20,12,26,20,8,11,19,28
MEMPHIS GRIZZLIES,240,32,77,2,13,21,25,13,24,18,8,7,15,20
NEW YORK KNICKS,240,35,88,11,34,18,19,10,25,13,8,0,14,24
OKLAHOMA CITY THUNDER,240,39,74,5,16,24,31,9,37,23,9,8,18,16
WASHINGTON WIZARDS,240,34,86,3,11,9,12,8,31,17,8,2,15,17
ORLANDO MAGIC,240,31,75,10,26,17,20,9,40,17,9,6,15,14
HOUSTON ROCKETS,240,34,80,5,19,23,32,17,24,23,9,3,15,25
PHILADELPHIA 76ERS,240,41,73,3,9,19,35,13,28,23,11,7,14,23
