team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CLEVELAND CAVALIERS,240,38,82,6,16,24,28,12,24,18,6,5,11,20
CHICAGO BULLS,240,36,85,5,13,20,23,17,21,17,5,9,14,21
NEW JERSEY NETS,240,29,75,6,18,16,26,10,27,10,3,3,13,22
INDIANA PACERS,240,36,82,11,33,15,22,15,36,23,7,5,12,22
PHOENIX SUNS,240,27,61,6,20,44,54,7,33,21,7,1,16,24
MILWAUKEE BUCKS,240,37,86,5,8,17,22,11,28,22,3,4,11,33
MIAMI HEAT,240,31,72,8,21,19,26,8,29,20,7,3,10,23
NEW ORLEANS HORNETS,240,34,76,10,27,22,29,12,33,23,7,3,10,23
WASHINGTON WIZARDS,240,31,79,6,16,13,18,7,28,13,7,0,14,24
ORLANDO MAGIC,240,39,78,8,24,20,30,12,30,21,7,7,12,17
MINNESOTA TIMBERWOLVES,240,35,84,5,12,18,24,14,24,24,4,3,11,23
PORTLAND TRAIL BLAZERS,240,34,73,7,21,22,30,16,29,21,5,7,11,20
