team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SAN ANTONIO SPURS,265,41,89,3,13,25,34,13,39,24,5,3,20,24
GOLDEN STATE WARRIORS,265,44,94,5,13,12,18,10,33,23,9,8,16,28
LOS ANGELES CLIPPERS,240,35,81,6,22,19,20,6,27,25,7,4,14,21
MIAMI HEAT,240,45,81,9,16,20,26,12,31,27,9,9,14,17
PORTLAND TRAIL BLAZERS,240,38,78,4,13,17,19,13,39,16,4,1,15,22
NEW ORLEANS HORNETS,240,34,80,5,19,16,20,10,22,22,11,5,7,19
LOS ANGELES LAKERS,240,44,84,7,16,31,36,13,39,25,6,8,16,23
NEW YORK KNICKS,240,41,93,7,27,28,33,14,27,21,8,1,13,29
DALLAS MAVERICKS,240,39,73,5,14,22,25,6,32,19,6,4,15,27
ORLANDO MAGIC,240,35,82,3,20,22,30,10,27,14,10,2,11,21
SACRAMENTO KINGS,240,31,84,6,16,13,18,11,24,13,8,4,26,29
PHOENIX SUNS,240,45,88,6,14,33,40,21,38,25,16,5,17,18
CHARLOTTE BOBCATS,240,34,67,6,15,12,20,11,22,23,9,8,23,28
UTAH JAZZ,240,37,72,5,13,26,35,11,22,22,10,4,15,19
MEMPHIS GRIZZLIES,240,40,81,7,14,26,33,10,29,23,14,1,8,21
WASHINGTON WIZARDS,240,37,81,6,18,17,26,17,30,22,4,4,17,28
