team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MINNESOTA TIMBERWOLVES,240,37,82,10,22,10,12,10,30,24,7,0,12,23
DALLAS MAVERICKS,240,32,71,8,20,24,27,7,33,19,7,5,11,12
SACRAMENTO KINGS,240,40,85,9,23,9,15,9,33,27,7,6,16,25
DENVER NUGGETS,240,39,85,13,29,27,36,12,33,27,10,10,9,16
CHICAGO BULLS,240,36,78,5,16,14,18,6,34,23,3,7,10,22
DETROIT PISTONS,240,34,85,4,14,16,23,13,34,19,4,4,9,21
SAN ANTONIO SPURS,240,37,85,8,21,19,30,15,44,21,6,0,9,22
GOLDEN STATE WARRIORS,240,28,82,2,10,14,19,9,34,11,6,8,10,21
NEW ORLEANS HORNETS,240,28,81,4,16,6,10,12,25,15,4,1,10,14
HOUSTON ROCKETS,240,34,74,5,19,13,13,11,35,21,5,6,13,14
CLEVELAND CAVALIERS,240,40,87,8,21,29,34,16,35,19,10,7,13,21
INDIANA PACERS,240,39,87,8,22,23,28,12,29,17,10,9,13,22
ORLANDO MAGIC,240,28,88,2,18,22,30,18,34,13,6,3,10,21
MILWAUKEE BUCKS,240,35,79,8,21,20,27,10,41,25,5,7,12,25
CHARLOTTE BOBCATS,240,33,73,0,6,21,27,8,25,17,11,7,14,19
NEW JERSEY NETS,240,31,76,9,24,20,26,13,29,18,6,8,17,19
MEMPHIS GRIZZLIES,240,40,79,5,15,25,30,6,28,18,9,5,16,26
PHOENIX SUNS,240,44,81,5,15,26,37,13,24,25,9,5,16,21
OKLAHOMA CITY THUNDER,240,33,82,2,12,15,19,8,28,19,9,8,11,17
PORTLAND TRAIL BLAZERS,240,45,88,6,15,17,21,12,42,21,5,5,11,16
LOS ANGELES CLIPPERS,240,35,80,5,19,10,18,7,29,26,9,7,15,26
UTAH JAZZ,240,35,77,4,8,32,39,13,37,20,10,6,11,21
TORONTO RAPTORS,240,39,96,4,17,15,21,22,29,30,14,6,16,17
WASHINGTON WIZARDS,240,37,79,3,15,19,24,14,35,17,10,12,24,17
