team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MINNESOTA TIMBERWOLVES,240,39,88,4,16,23,24,15,28,21,3,7,16,21
DENVER NUGGETS,240,39,81,8,23,30,40,13,24,19,14,7,11,21
MILWAUKEE BUCKS,240,37,86,6,14,16,21,11,34,17,4,6,15,26
GOLDEN STATE WARRIORS,240,43,88,6,20,27,33,10,36,27,6,9,10,18
PHOENIX SUNS,240,44,87,10,32,12,18,10,30,29,10,2,14,23
LOS ANGELES LAKERS,240,40,82,8,24,27,35,12,31,30,11,5,14,20
NEW YORK KNICKS,240,40,79,9,26,32,35,9,29,21,8,3,16,19
NEW JERSEY NETS,240,44,82,11,27,10,17,7,27,19,6,8,17,25
CHARLOTTE BOBCATS,240,34,82,6,12,15,21,13,25,16,8,4,12,18
NEW ORLEANS HORNETS,240,40,82,12,20,13,15,14,34,29,8,10,15,20
MEMPHIS GRIZZLIES,240,38,79,6,12,26,33,12,24,19,9,7,8,21
OKLAHOMA CITY THUNDER,240,37,72,4,7,24,30,7,30,26,4,7,15,29
CLEVELAND CAVALIERS,240,40,87,5,18,16,18,14,32,20,4,5,12,22
PHILADELPHIA 76ERS,240,33,78,1,10,26,32,12,29,15,5,3,13,20
ATLANTA HAWKS,240,36,77,6,19,11,14,4,23,19,12,11,10,20
SAN ANTONIO SPURS,240,35,79,10,20,15,22,15,37,18,3,5,16,16
INDIANA PACERS,240,33,95,7,25,15,17,18,34,23,7,2,14,21
TORONTO RAPTORS,240,40,81,6,16,15,17,9,38,24,5,7,15,21
