team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,37,89,8,25,19,22,14,25,18,5,5,16,30
DENVER NUGGETS,240,40,74,4,15,30,42,8,33,31,10,8,13,21
MINNESOTA TIMBERWOLVES,240,44,83,7,11,11,14,7,38,32,4,5,13,17
DETROIT PISTONS,240,30,81,5,14,15,22,8,28,22,4,5,11,17
SACRAMENTO KINGS,240,47,88,4,20,10,13,7,29,29,11,5,16,23
LOS ANGELES LAKERS,240,45,87,8,14,20,28,14,32,28,11,3,17,16
GOLDEN STATE WARRIORS,240,34,78,6,18,7,13,11,27,20,10,13,18,15
PHILADELPHIA 76ERS,240,37,93,6,15,9,12,22,32,22,6,5,16,17
BOSTON CELTICS,240,45,73,10,17,18,30,9,29,21,8,4,18,28
TORONTO RAPTORS,240,31,70,7,15,34,37,8,23,19,9,3,15,25
