team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
OKLAHOMA CITY THUNDER,265,40,98,1,10,28,34,22,37,25,11,4,17,21
CHICAGO BULLS,265,40,92,5,14,13,18,11,26,16,9,10,16,28
NEW YORK KNICKS,240,29,82,8,29,10,13,6,32,14,6,6,11,18
HOUSTON ROCKETS,240,36,85,9,28,15,18,13,47,20,7,6,10,9
MILWAUKEE BUCKS,240,40,76,6,15,18,22,6,30,21,3,5,12,25
MINNESOTA TIMBERWOLVES,240,35,79,13,22,23,30,11,27,23,3,1,14,21
GOLDEN STATE WARRIORS,240,38,75,6,16,18,22,9,23,24,5,2,17,24
PORTLAND TRAIL BLAZERS,240,41,85,5,17,26,31,17,22,24,11,6,12,16
DETROIT PISTONS,240,28,78,2,11,24,30,13,24,15,3,4,9,22
UTAH JAZZ,240,38,71,5,11,18,24,5,32,29,4,4,9,28
CHARLOTTE BOBCATS,240,35,69,9,20,13,16,8,20,26,5,3,15,25
WASHINGTON WIZARDS,240,34,65,1,3,20,28,9,23,17,5,2,15,20
