team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHOENIX SUNS,240,36,65,5,10,27,32,3,37,23,7,4,19,25
ATLANTA HAWKS,240,35,84,5,22,24,30,12,28,23,11,2,13,30
DALLAS MAVERICKS,240,32,76,6,20,30,36,12,28,12,3,8,14,14
BOSTON CELTICS,240,50,93,16,27,8,12,9,28,34,10,4,6,28
UTAH JAZZ,240,34,84,3,13,26,41,21,27,21,7,9,19,27
DENVER NUGGETS,240,42,92,8,24,25,37,17,30,26,13,8,11,28
HOUSTON ROCKETS,240,39,74,12,25,18,24,10,25,26,2,2,8,19
DETROIT PISTONS,240,44,78,6,13,11,20,10,25,31,2,6,5,24
LOS ANGELES CLIPPERS,240,33,87,8,18,18,27,15,32,27,7,5,17,16
GOLDEN STATE WARRIORS,240,41,84,8,17,17,23,11,38,27,9,7,16,22
CHARLOTTE BOBCATS,240,34,78,7,23,18,30,10,27,24,9,5,12,19
INDIANA PACERS,240,37,86,5,20,19,23,19,33,21,6,7,15,20
SAN ANTONIO SPURS,240,33,88,5,23,14,16,10,30,21,14,2,13,26
LOS ANGELES LAKERS,240,32,69,7,17,28,32,6,37,20,8,8,18,16
CHICAGO BULLS,265,42,88,5,14,19,26,13,30,21,8,12,15,21
MINNESOTA TIMBERWOLVES,265,41,92,5,18,22,28,15,31,22,7,1,15,19
SACRAMENTO KINGS,240,36,83,11,25,14,17,10,22,20,5,3,12,23
TORONTO RAPTORS,240,41,78,6,10,25,29,10,33,21,7,5,13,18
