team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHARLOTTE BOBCATS,240,31,80,5,16,12,16,4,29,21,3,2,6,20
ATLANTA HAWKS,240,35,77,3,20,10,17,11,36,24,2,8,9,20
UTAH JAZZ,240,34,74,3,13,20,29,7,23,23,11,6,18,30
BOSTON CELTICS,240,33,67,3,6,31,41,12,38,20,9,3,23,23
DENVER NUGGETS,240,36,78,10,19,16,21,5,40,22,8,8,14,23
DALLAS MAVERICKS,240,29,83,10,30,20,24,13,35,20,8,7,13,15
ORLANDO MAGIC,240,45,94,10,20,9,13,14,37,26,9,5,13,22
GOLDEN STATE WARRIORS,240,38,91,5,18,17,23,16,32,19,7,3,15,12
MILWAUKEE BUCKS,240,36,80,8,19,18,21,12,33,21,4,1,9,16
MIAMI HEAT,240,31,70,8,20,13,19,6,29,19,7,5,14,20
NEW YORK KNICKS,240,40,97,5,37,18,23,11,38,20,8,4,12,26
PHOENIX SUNS,240,39,87,9,22,24,33,13,39,20,4,4,13,17
MINNESOTA TIMBERWOLVES,240,36,86,6,17,25,34,13,33,13,3,5,15,23
SACRAMENTO KINGS,240,43,85,10,23,22,29,5,31,26,6,9,13,25
NEW JERSEY NETS,240,32,84,8,21,22,28,18,36,17,6,6,13,22
TORONTO RAPTORS,240,28,70,9,21,22,28,7,31,19,4,7,11,24
INDIANA PACERS,240,46,97,4,17,22,28,23,32,25,12,3,10,24
WASHINGTON WIZARDS,240,34,81,7,23,23,31,11,30,21,5,7,17,22
