team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,35,85,5,23,8,10,9,31,21,6,3,12,21
ATLANTA HAWKS,240,34,79,3,19,20,26,11,37,17,4,4,13,12
INDIANA PACERS,240,38,87,7,18,16,18,17,29,19,8,3,14,21
BOSTON CELTICS,240,39,74,10,19,16,23,7,28,31,4,8,15,21
OKLAHOMA CITY THUNDER,265,39,96,7,16,23,26,19,33,23,8,2,13,27
DALLAS MAVERICKS,265,42,94,4,21,22,27,15,37,28,7,6,12,21
LOS ANGELES LAKERS,240,28,94,2,21,21,27,22,31,14,7,1,14,28
DENVER NUGGETS,240,30,72,3,21,27,36,11,39,17,7,11,16,26
CHARLOTTE BOBCATS,240,40,74,9,17,23,29,12,32,27,10,6,22,26
GOLDEN STATE WARRIORS,240,40,81,8,20,21,26,9,20,20,11,2,17,24
PORTLAND TRAIL BLAZERS,240,38,76,8,18,18,26,9,27,25,8,4,8,20
MINNESOTA TIMBERWOLVES,240,29,67,5,12,19,23,8,26,17,5,4,15,23
MILWAUKEE BUCKS,240,34,88,11,28,15,20,10,31,15,4,7,10,22
NEW ORLEANS HORNETS,240,40,84,4,21,11,17,10,42,26,4,5,14,19
PHILADELPHIA 76ERS,240,33,68,3,11,39,52,14,33,14,8,5,15,19
NEW YORK KNICKS,240,36,80,10,23,21,24,9,27,16,9,4,12,35
DETROIT PISTONS,240,36,73,2,7,19,24,11,27,15,6,1,15,19
ORLANDO MAGIC,240,33,70,4,19,15,22,7,21,16,11,1,11,18
TORONTO RAPTORS,240,41,88,6,16,25,30,16,27,19,5,3,17,27
PHOENIX SUNS,240,55,98,3,13,20,25,14,29,31,11,8,11,24
LOS ANGELES CLIPPERS,240,34,89,8,23,10,16,11,34,19,11,2,14,11
SACRAMENTO KINGS,240,38,80,11,22,11,14,7,37,21,10,6,19,17
CLEVELAND CAVALIERS,240,36,83,7,21,18,23,15,31,15,9,4,12,25
SAN ANTONIO SPURS,240,33,79,4,12,16,20,12,28,23,4,7,11,20
CHICAGO BULLS,240,30,76,5,18,25,38,12,25,16,7,4,9,18
WASHINGTON WIZARDS,240,43,85,5,17,22,28,19,34,21,7,7,10,30
