team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
TORONTO RAPTORS,265,43,101,10,34,18,23,8,43,19,7,12,15,27,2018-01-08,away,win,114.0,BROOKLYN NETS,113.0,0.2986111111111111,0.22727272727272727,51
BROOKLYN NETS,265,39,100,12,33,23,28,11,44,22,8,2,16,27,2018-01-08,home,loss,113.0,TORONTO RAPTORS,114.0,0.2805755395683453,0.26666666666666666,55
HOUSTON ROCKETS,240,39,86,20,54,18,24,11,40,28,6,6,16,14,2018-01-08,away,win,116.0,CHICAGO BULLS,107.0,0.312,0.2702702702702703,51
CHICAGO BULLS,240,40,86,12,28,15,18,3,34,26,6,5,11,17,2018-01-08,home,loss,107.0,HOUSTON ROCKETS,116.0,0.31746031746031744,0.3,37
DENVER NUGGETS,240,47,95,8,19,12,16,13,26,30,8,3,11,16,2018-01-08,away,loss,114.0,GOLDEN STATE WARRIORS,124.0,0.33098591549295775,0.2962962962962963,39
GOLDEN STATE WARRIORS,240,48,85,13,30,15,21,10,33,33,7,10,16,15,2018-01-08,home,win,124.0,DENVER NUGGETS,114.0,0.3609022556390977,0.3023255813953488,43
MILWAUKEE BUCKS,240,34,74,7,27,21,27,5,29,18,11,4,17,24,2018-01-08,away,loss,96.0,INDIANA PACERS,109.0,0.3148148148148148,0.20588235294117646,34
INDIANA PACERS,240,44,79,7,22,14,20,8,32,30,9,5,16,23,2018-01-08,home,win,109.0,MILWAUKEE BUCKS,96.0,0.35772357723577236,0.2413793103448276,40
ATLANTA HAWKS,240,38,96,10,37,21,29,19,37,20,9,8,14,26,2018-01-08,away,loss,107.0,LOS ANGELES CLIPPERS,108.0,0.2835820895522388,0.2127659574468085,56
LOS ANGELES CLIPPERS,240,38,85,9,18,23,34,14,33,16,10,9,16,25,2018-01-08,home,win,108.0,ATLANTA HAWKS,107.0,0.3089430894308943,0.3333333333333333,47
CLEVELAND CAVALIERS,240,37,84,13,38,12,16,8,29,26,0,4,13,15,2018-01-08,away,loss,99.0,MINNESOTA TIMBERWOLVES,127.0,0.30578512396694213,0.2549019607843137,37
MINNESOTA TIMBERWOLVES,240,52,100,10,31,13,17,15,41,30,6,2,5,17,2018-01-08,home,win,127.0,CLEVELAND CAVALIERS,99.0,0.34210526315789475,0.24390243902439024,56
DETROIT PISTONS,240,41,93,8,27,19,22,12,27,22,5,4,12,18,2018-01-08,away,loss,109.0,NEW ORLEANS PELICANS,112.0,0.30597014925373134,0.22857142857142856,39
NEW ORLEANS PELICANS,240,46,82,6,22,14,21,9,32,31,7,9,16,18,2018-01-08,home,win,112.0,DETROIT PISTONS,109.0,0.359375,0.21428571428571427,41
SAN ANTONIO SPURS,240,44,90,11,26,8,13,8,29,23,11,4,10,12,2018-01-08,away,win,107.0,SACRAMENTO KINGS,100.0,0.3283582089552239,0.2972972972972973,37
SACRAMENTO KINGS,240,40,82,8,23,12,16,8,37,19,6,1,18,14,2018-01-08,home,loss,100.0,SAN ANTONIO SPURS,107.0,0.32786885245901637,0.25806451612903225,45
