team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
LOS ANGELES LAKERS,240,41,91,5,24,21,28,10,38,23,6,3,9,23,away,win,108.0,CHICAGO BULLS,103.0
CHICAGO BULLS,240,35,93,17,36,16,24,16,37,21,3,7,13,25,home,loss,103.0,LOS ANGELES LAKERS,108.0
ATLANTA HAWKS,240,37,79,15,30,21,25,6,33,23,6,5,20,26,away,loss,110.0,CHARLOTTE HORNETS,121.0
CHARLOTTE HORNETS,240,40,88,13,34,28,32,11,32,25,13,8,11,25,home,win,121.0,ATLANTA HAWKS,110.0
INDIANA PACERS,240,43,91,13,31,9,11,8,29,27,13,1,16,15,away,loss,108.0,CLEVELAND CAVALIERS,115.0
CLEVELAND CAVALIERS,240,46,82,13,37,10,13,8,36,27,13,4,20,11,home,win,115.0,INDIANA PACERS,108.0
PORTLAND TRAIL BLAZERS,240,39,79,10,30,19,23,10,44,20,4,6,14,17,away,win,107.0,DALLAS MAVERICKS,93.0
DALLAS MAVERICKS,240,35,89,10,30,13,17,8,29,17,9,3,5,19,home,loss,93.0,PORTLAND TRAIL BLAZERS,107.0
LOS ANGELES CLIPPERS,240,39,80,10,27,21,29,3,33,23,15,6,10,20,away,win,109.0,MEMPHIS GRIZZLIES,100.0
MEMPHIS GRIZZLIES,240,39,81,8,27,14,18,8,35,31,1,9,19,24,home,loss,100.0,LOS ANGELES CLIPPERS,109.0
BROOKLYN NETS,240,33,89,8,34,17,20,11,34,18,5,2,14,19,away,loss,91.0,MILWAUKEE BUCKS,116.0
MILWAUKEE BUCKS,240,43,83,12,23,18,20,3,41,28,9,6,9,17,home,win,116.0,BROOKLYN NETS,91.0
HOUSTON ROCKETS,240,36,78,12,36,29,35,2,33,22,10,2,12,23,away,loss,113.0,NEW ORLEANS PELICANS,115.0
NEW ORLEANS PELICANS,240,44,82,11,27,16,21,6,36,36,8,5,15,26,home,win,115.0,HOUSTON ROCKETS,113.0
NEW YORK KNICKS,240,41,85,9,25,16,22,10,39,25,7,10,16,20,away,win,107.0,PHOENIX SUNS,85.0
PHOENIX SUNS,240,33,94,11,33,8,13,12,30,15,6,3,14,24,home,loss,85.0,NEW YORK KNICKS,107.0
PHILADELPHIA 76ERS,240,38,79,9,21,12,18,12,38,23,5,4,9,20,away,win,97.0,SAN ANTONIO SPURS,78.0
SAN ANTONIO SPURS,240,30,75,3,24,15,18,5,31,20,6,5,9,14,home,loss,78.0,PHILADELPHIA 76ERS,97.0
UTAH JAZZ,240,36,87,10,21,15,21,10,37,20,7,5,13,16,away,win,97.0,TORONTO RAPTORS,93.0
TORONTO RAPTORS,240,37,95,7,27,12,17,16,36,23,10,13,11,18,home,loss,93.0,UTAH JAZZ,97.0
