team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
ORLANDO MAGIC,240,37,88,10,32,16,18,4,31,26,10,3,11,18,2017-11-13,away,loss,100.0,GOLDEN STATE WARRIORS,110.0,0.296,0.23809523809523808,35
GOLDEN STATE WARRIORS,240,44,88,8,23,14,16,12,38,35,4,5,16,21,2017-11-13,home,win,110.0,ORLANDO MAGIC,100.0,0.3333333333333333,0.25806451612903225,50
PHILADELPHIA 76ERS,240,38,77,7,32,26,35,10,41,27,9,2,20,26,2017-11-13,away,win,109.0,LOS ANGELES CLIPPERS,105.0,0.33043478260869563,0.1794871794871795,51
LOS ANGELES CLIPPERS,240,36,82,12,32,21,32,9,25,16,8,4,15,26,2017-11-13,home,loss,105.0,PHILADELPHIA 76ERS,109.0,0.3050847457627119,0.2727272727272727,34
MEMPHIS GRIZZLIES,240,37,76,11,26,18,21,8,29,21,5,1,14,25,2017-11-13,away,loss,103.0,MILWAUKEE BUCKS,110.0,0.3274336283185841,0.2972972972972973,37
MILWAUKEE BUCKS,240,40,82,12,22,18,25,10,26,23,6,5,9,19,2017-11-13,home,win,110.0,MEMPHIS GRIZZLIES,103.0,0.32786885245901637,0.35294117647058826,36
ATLANTA HAWKS,240,40,87,17,36,8,9,10,26,25,14,1,16,18,2017-11-13,away,loss,105.0,NEW ORLEANS PELICANS,106.0,0.31496062992125984,0.32075471698113206,36
NEW ORLEANS PELICANS,240,41,75,13,33,11,17,7,31,31,10,5,19,13,2017-11-13,home,win,106.0,ATLANTA HAWKS,105.0,0.35344827586206895,0.2826086956521739,38
CLEVELAND CAVALIERS,240,35,88,16,45,18,22,14,34,21,7,7,20,21,2017-11-13,away,win,104.0,NEW YORK KNICKS,101.0,0.2845528455284553,0.26229508196721313,48
NEW YORK KNICKS,240,38,88,8,25,17,22,13,36,19,13,3,17,21,2017-11-13,home,loss,101.0,CLEVELAND CAVALIERS,104.0,0.30158730158730157,0.24242424242424243,49
LOS ANGELES LAKERS,240,39,92,14,33,8,13,9,44,17,6,6,16,20,2017-11-13,away,win,100.0,PHOENIX SUNS,93.0,0.29770992366412213,0.2978723404255319,53
PHOENIX SUNS,240,37,95,7,26,12,20,11,43,15,6,4,15,17,2017-11-13,home,loss,93.0,LOS ANGELES LAKERS,100.0,0.2803030303030303,0.21212121212121213,54
DENVER NUGGETS,240,30,84,9,32,13,15,12,23,13,9,2,20,16,2017-11-13,away,loss,82.0,PORTLAND TRAIL BLAZERS,99.0,0.2631578947368421,0.21951219512195122,35
PORTLAND TRAIL BLAZERS,240,38,73,7,21,16,18,8,35,22,12,5,21,18,2017-11-13,home,win,99.0,DENVER NUGGETS,82.0,0.34234234234234234,0.25,43
MINNESOTA TIMBERWOLVES,240,37,71,10,20,25,29,5,35,22,9,5,15,13,2017-11-13,away,win,109.0,UTAH JAZZ,98.0,0.3425925925925926,0.3333333333333333,40
UTAH JAZZ,240,37,84,14,40,10,11,8,23,23,8,4,15,23,2017-11-13,home,loss,98.0,MINNESOTA TIMBERWOLVES,109.0,0.30578512396694213,0.25925925925925924,31
SACRAMENTO KINGS,240,34,84,12,23,12,18,10,25,19,8,4,10,15,2017-11-13,away,loss,92.0,WASHINGTON WIZARDS,110.0,0.288135593220339,0.34285714285714286,35
WASHINGTON WIZARDS,240,44,86,11,34,11,12,10,40,30,7,1,11,21,2017-11-13,home,win,110.0,SACRAMENTO KINGS,92.0,0.3384615384615385,0.24444444444444444,50
