team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
NEW YORK KNICKS,240,36,85,1,12,16,25,11,32,20,8,2,14,17,2017-10-24,away,loss,89.0,BOSTON CELTICS,110.0,0.2975206611570248,0.07692307692307693,43
BOSTON CELTICS,240,37,75,14,29,22,27,5,36,26,11,7,12,24,2017-10-24,home,win,110.0,NEW YORK KNICKS,89.0,0.33035714285714285,0.32558139534883723,41
CHICAGO BULLS,240,42,88,17,33,11,13,8,31,28,3,3,9,20,2017-10-24,away,loss,112.0,CLEVELAND CAVALIERS,119.0,0.3230769230769231,0.34,39
CLEVELAND CAVALIERS,240,43,83,16,38,17,22,8,31,28,5,3,9,14,2017-10-24,home,win,119.0,CHICAGO BULLS,112.0,0.3412698412698413,0.2962962962962963,39
UTAH JAZZ,240,34,79,7,28,9,11,8,33,20,7,7,18,23,2017-10-24,away,loss,84.0,LOS ANGELES CLIPPERS,102.0,0.3008849557522124,0.2,41
LOS ANGELES CLIPPERS,240,39,83,10,29,14,21,11,33,21,12,4,13,16,2017-10-24,home,win,102.0,UTAH JAZZ,84.0,0.319672131147541,0.2564102564102564,44
INDIANA PACERS,240,56,84,10,22,8,11,8,34,31,8,2,17,21,2017-10-24,away,win,130.0,MINNESOTA TIMBERWOLVES,107.0,0.4,0.3125,42
MINNESOTA TIMBERWOLVES,240,42,86,9,24,14,22,9,18,27,9,4,14,14,2017-10-24,home,loss,107.0,INDIANA PACERS,130.0,0.328125,0.2727272727272727,27
BROOKLYN NETS,240,40,96,11,35,30,34,14,35,21,8,4,15,27,2017-10-24,away,loss,121.0,ORLANDO MAGIC,125.0,0.29411764705882354,0.2391304347826087,49
ORLANDO MAGIC,240,41,83,8,23,35,40,6,38,20,8,5,11,23,2017-10-24,home,win,125.0,BROOKLYN NETS,121.0,0.33064516129032256,0.25806451612903225,44
NEW ORLEANS PELICANS,240,30,76,9,30,24,32,4,38,17,5,7,17,26,2017-10-24,away,loss,93.0,PORTLAND TRAIL BLAZERS,103.0,0.2830188679245283,0.23076923076923078,42
PORTLAND TRAIL BLAZERS,240,33,88,10,29,27,33,18,45,17,7,7,18,22,2017-10-24,home,win,103.0,NEW ORLEANS PELICANS,93.0,0.2727272727272727,0.2564102564102564,63
