team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
CLEVELAND CAVALIERS,240,39,81,12,35,17,26,9,38,21,5,7,21,17,2017-10-25,away,loss,107.0,BROOKLYN NETS,112.0,0.325,0.2553191489361702,47
BROOKLYN NETS,240,40,93,17,46,15,21,10,28,22,11,3,12,22,2017-10-25,home,win,112.0,CLEVELAND CAVALIERS,107.0,0.3007518796992481,0.2698412698412698,38
DENVER NUGGETS,240,38,100,8,31,9,15,18,33,18,6,1,13,23,2017-10-25,away,loss,93.0,CHARLOTTE HORNETS,110.0,0.2753623188405797,0.20512820512820512,51
CHARLOTTE HORNETS,240,38,81,13,31,21,26,10,40,17,5,5,14,16,2017-10-25,home,win,110.0,DENVER NUGGETS,93.0,0.31932773109243695,0.29545454545454547,50
MEMPHIS GRIZZLIES,240,33,72,12,31,16,24,6,30,14,7,2,17,22,2017-10-25,away,loss,94.0,DALLAS MAVERICKS,103.0,0.3142857142857143,0.27906976744186046,36
DALLAS MAVERICKS,240,36,74,11,26,20,29,4,31,20,6,4,11,20,2017-10-25,home,win,103.0,MEMPHIS GRIZZLIES,94.0,0.32727272727272727,0.2972972972972973,35
MINNESOTA TIMBERWOLVES,240,37,85,9,25,18,21,7,30,19,5,4,14,19,2017-10-25,away,loss,101.0,DETROIT PISTONS,122.0,0.30327868852459017,0.2647058823529412,37
DETROIT PISTONS,240,48,92,15,34,11,17,12,35,32,7,3,14,22,2017-10-25,home,win,122.0,MINNESOTA TIMBERWOLVES,101.0,0.34285714285714286,0.30612244897959184,47
TORONTO RAPTORS,240,43,94,8,34,18,19,17,25,30,10,6,16,16,2017-10-25,away,loss,112.0,GOLDEN STATE WARRIORS,117.0,0.31386861313868614,0.19047619047619047,42
GOLDEN STATE WARRIORS,240,43,77,12,26,19,22,6,31,32,10,7,17,15,2017-10-25,home,win,117.0,TORONTO RAPTORS,112.0,0.35833333333333334,0.3157894736842105,37
WASHINGTON WIZARDS,265,39,95,6,26,15,23,7,38,20,11,5,13,19,2017-10-25,away,loss,99.0,LOS ANGELES LAKERS,102.0,0.291044776119403,0.1875,45
LOS ANGELES LAKERS,265,41,92,7,30,13,16,6,47,27,9,5,21,26,2017-10-25,home,win,102.0,WASHINGTON WIZARDS,99.0,0.3082706766917293,0.1891891891891892,53
SAN ANTONIO SPURS,240,42,76,10,17,23,30,8,36,18,6,3,13,20,2017-10-25,away,win,117.0,MIAMI HEAT,100.0,0.3559322033898305,0.37037037037037035,44
MIAMI HEAT,240,37,80,9,26,17,18,4,28,19,6,2,9,25,2017-10-25,home,loss,100.0,SAN ANTONIO SPURS,117.0,0.3162393162393162,0.2571428571428571,32
INDIANA PACERS,240,28,83,10,29,30,35,14,27,13,13,2,19,23,2017-10-25,away,loss,96.0,OKLAHOMA CITY THUNDER,114.0,0.25225225225225223,0.2564102564102564,41
OKLAHOMA CITY THUNDER,240,43,89,10,27,18,26,16,33,26,8,8,21,27,2017-10-25,home,win,114.0,INDIANA PACERS,96.0,0.32575757575757575,0.2702702702702703,49
HOUSTON ROCKETS,240,36,75,12,39,21,24,7,33,22,11,13,19,13,2017-10-25,away,win,105.0,PHILADELPHIA 76ERS,104.0,0.32432432432432434,0.23529411764705882,40
PHILADELPHIA 76ERS,240,43,97,12,36,6,10,12,31,29,14,7,14,19,2017-10-25,home,loss,104.0,HOUSTON ROCKETS,105.0,0.30714285714285716,0.25,43
UTAH JAZZ,240,32,77,6,25,18,25,7,37,20,8,10,23,19,2017-10-25,away,loss,88.0,PHOENIX SUNS,97.0,0.29357798165137616,0.1935483870967742,44
PHOENIX SUNS,240,42,96,6,19,7,9,16,39,18,8,5,16,25,2017-10-25,home,win,97.0,UTAH JAZZ,88.0,0.30434782608695654,0.24,55
