team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MILWAUKEE BUCKS,240,44,81,13,26,16,21,5,38,30,9,3,14,27,away,win,117.0,ATLANTA HAWKS,106.0
ATLANTA HAWKS,240,36,77,13,29,21,26,3,28,27,9,2,16,21,home,loss,106.0,MILWAUKEE BUCKS,117.0
DENVER NUGGETS,240,47,94,11,20,19,22,4,42,23,7,7,6,22,away,win,124.0,BROOKLYN NETS,111.0
BROOKLYN NETS,240,39,96,12,31,21,31,17,39,24,5,4,15,18,home,loss,111.0,DENVER NUGGETS,124.0
ORLANDO MAGIC,240,41,97,11,33,20,26,9,30,28,11,4,11,20,away,loss,113.0,CHARLOTTE HORNETS,120.0
CHARLOTTE HORNETS,240,53,97,6,18,8,17,12,47,31,6,7,17,24,home,win,120.0,ORLANDO MAGIC,113.0
NEW YORK KNICKS,240,42,89,13,28,17,21,11,40,27,9,6,14,26,away,win,114.0,CLEVELAND CAVALIERS,95.0
CLEVELAND CAVALIERS,240,31,81,10,33,23,27,7,34,20,5,5,15,23,home,loss,95.0,NEW YORK KNICKS,114.0
DETROIT PISTONS,240,43,93,12,27,17,17,17,20,22,16,0,13,9,away,win,115.0,GOLDEN STATE WARRIORS,107.0
GOLDEN STATE WARRIORS,240,44,77,10,27,9,12,10,30,29,3,11,25,14,home,loss,107.0,DETROIT PISTONS,115.0
SAN ANTONIO SPURS,240,36,90,9,28,13,18,12,32,19,12,8,15,11,away,loss,94.0,INDIANA PACERS,97.0
INDIANA PACERS,240,36,77,10,22,15,20,6,38,21,9,3,19,20,home,win,97.0,SAN ANTONIO SPURS,94.0
WASHINGTON WIZARDS,240,40,85,17,34,13,20,13,36,28,9,3,15,18,away,win,110.0,SACRAMENTO KINGS,83.0
SACRAMENTO KINGS,240,32,82,6,22,13,16,11,32,13,8,2,17,20,home,loss,83.0,WASHINGTON WIZARDS,110.0
