team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
HOUSTON ROCKETS,240,44,93,19,51,13,16,6,47,28,6,5,8,19,away,win,120.0,CLEVELAND CAVALIERS,88.0
CLEVELAND CAVALIERS,240,34,87,8,30,12,16,5,42,22,4,3,11,16,home,loss,88.0,HOUSTON ROCKETS,120.0
GOLDEN STATE WARRIORS,240,43,86,8,31,14,23,11,31,28,9,10,13,23,away,loss,108.0,DENVER NUGGETS,115.0
DENVER NUGGETS,240,39,91,12,29,25,29,16,32,28,7,0,15,17,home,win,115.0,GOLDEN STATE WARRIORS,108.0
MIAMI HEAT,240,44,91,14,36,5,7,7,26,30,13,4,11,14,away,loss,107.0,DETROIT PISTONS,111.0
DETROIT PISTONS,240,44,84,9,26,14,17,13,36,23,7,5,17,12,home,win,111.0,MIAMI HEAT,107.0
PHILADELPHIA 76ERS,240,33,87,10,32,16,24,15,34,21,8,2,18,21,away,loss,92.0,INDIANA PACERS,100.0
INDIANA PACERS,240,35,79,9,27,21,25,6,36,25,15,8,13,19,home,win,100.0,PHILADELPHIA 76ERS,92.0
CHICAGO BULLS,240,35,97,12,37,21,21,13,35,22,6,4,11,20,away,loss,103.0,LOS ANGELES CLIPPERS,113.0
LOS ANGELES CLIPPERS,240,40,88,9,25,24,28,10,44,23,4,5,13,18,home,win,113.0,CHICAGO BULLS,103.0
NEW ORLEANS PELICANS,240,42,101,8,33,15,17,18,33,23,9,8,13,11,away,loss,107.0,MINNESOTA TIMBERWOLVES,118.0
MINNESOTA TIMBERWOLVES,240,48,95,10,21,12,16,12,38,21,9,3,12,13,home,win,118.0,NEW ORLEANS PELICANS,107.0
WASHINGTON WIZARDS,240,46,85,7,26,16,18,12,26,35,14,6,14,19,away,win,115.0,ORLANDO MAGIC,98.0
ORLANDO MAGIC,240,34,77,10,32,20,22,10,25,17,12,4,20,15,home,loss,98.0,WASHINGTON WIZARDS,115.0
DALLAS MAVERICKS,240,41,83,13,41,11,14,9,27,28,8,0,13,12,away,win,106.0,SACRAMENTO KINGS,99.0
SACRAMENTO KINGS,240,43,82,8,27,5,6,7,25,23,11,3,16,21,home,loss,99.0,DALLAS MAVERICKS,106.0
UTAH JAZZ,240,39,69,12,23,30,36,5,32,26,6,5,17,19,away,win,120.0,SAN ANTONIO SPURS,111.0
SAN ANTONIO SPURS,240,44,91,10,26,13,18,11,25,25,9,5,12,27,home,loss,111.0,UTAH JAZZ,120.0
