team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
SAN ANTONIO SPURS,240,33,81,11,28,16,23,7,29,20,5,2,13,17,away,loss,93.0,HOUSTON ROCKETS,109.0
HOUSTON ROCKETS,240,39,80,13,44,18,23,9,41,24,6,4,15,24,home,win,109.0,SAN ANTONIO SPURS,93.0
MILWAUKEE BUCKS,240,47,81,12,25,15,22,11,36,33,6,5,18,22,away,win,121.0,MEMPHIS GRIZZLIES,103.0
MEMPHIS GRIZZLIES,240,42,89,9,27,10,19,10,21,27,6,5,9,23,home,loss,103.0,MILWAUKEE BUCKS,121.0
SACRAMENTO KINGS,240,38,93,12,33,13,16,13,36,21,8,6,11,22,away,loss,101.0,OKLAHOMA CITY THUNDER,106.0
OKLAHOMA CITY THUNDER,240,38,84,16,36,14,18,5,38,21,5,6,10,15,home,win,106.0,SACRAMENTO KINGS,101.0
MIAMI HEAT,240,39,91,10,31,11,16,10,36,24,6,4,11,24,away,loss,99.0,PORTLAND TRAIL BLAZERS,115.0
PORTLAND TRAIL BLAZERS,240,38,83,14,36,25,30,9,41,23,5,6,12,15,home,win,115.0,MIAMI HEAT,99.0
