team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
PHILADELPHIA 76ERS,240,41,81,18,34,28,37,6,35,28,10,5,10,26,2018-04-19,away,win,128.0,MIAMI HEAT,108.0,0.3360655737704918,0.34615384615384615,41
MIAMI HEAT,240,33,73,16,33,26,35,5,30,26,7,9,15,30,2018-04-19,home,loss,108.0,PHILADELPHIA 76ERS,128.0,0.3113207547169811,0.32653061224489793,35
PORTLAND TRAIL BLAZERS,240,37,80,9,31,19,25,11,33,19,10,3,24,19,2018-04-19,away,loss,102.0,NEW ORLEANS PELICANS,119.0,0.3162393162393162,0.225,44
NEW ORLEANS PELICANS,240,46,87,11,27,16,19,6,32,27,16,4,12,23,2018-04-19,home,win,119.0,PORTLAND TRAIL BLAZERS,102.0,0.3458646616541353,0.2894736842105263,38
GOLDEN STATE WARRIORS,240,42,82,10,32,16,18,4,35,26,8,7,10,16,2018-04-19,away,win,110.0,SAN ANTONIO SPURS,97.0,0.3387096774193548,0.23809523809523808,39
SAN ANTONIO SPURS,240,37,87,7,33,16,20,10,31,19,8,5,10,21,2018-04-19,home,loss,97.0,GOLDEN STATE WARRIORS,110.0,0.29838709677419356,0.175,41
