team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
NEW YORK KNICKS,265,54,105,9,30,11,11,11,30,25,6,1,10,27,2018-03-26,away,loss,128.0,CHARLOTTE HORNETS,137.0,0.33962264150943394,0.23076923076923078,41
CHARLOTTE HORNETS,265,51,93,11,28,24,28,11,32,25,5,4,14,12,2018-03-26,home,win,137.0,NEW YORK KNICKS,128.0,0.3541666666666667,0.28205128205128205,43
LOS ANGELES LAKERS,240,40,85,6,23,20,25,6,41,29,3,7,10,20,2018-03-26,away,loss,106.0,DETROIT PISTONS,112.0,0.32,0.20689655172413793,47
DETROIT PISTONS,240,44,100,13,33,11,15,10,40,21,4,2,7,26,2018-03-26,home,win,112.0,LOS ANGELES LAKERS,106.0,0.3055555555555556,0.2826086956521739,50
MEMPHIS GRIZZLIES,240,40,84,15,31,6,9,7,28,25,8,4,13,23,2018-03-26,away,win,101.0,MINNESOTA TIMBERWOLVES,93.0,0.3225806451612903,0.32608695652173914,35
MINNESOTA TIMBERWOLVES,240,33,79,8,24,19,24,7,30,21,7,6,14,15,2018-03-26,home,loss,93.0,MEMPHIS GRIZZLIES,101.0,0.29464285714285715,0.25,37
DENVER NUGGETS,240,36,84,11,32,21,34,9,28,27,10,7,15,21,2018-03-26,away,loss,104.0,PHILADELPHIA 76ERS,123.0,0.3,0.2558139534883721,37
PHILADELPHIA 76ERS,240,46,91,13,29,18,25,14,39,35,6,6,17,28,2018-03-26,home,win,123.0,DENVER NUGGETS,104.0,0.3357664233576642,0.30952380952380953,53
BOSTON CELTICS,240,37,87,14,29,14,14,10,34,24,10,3,12,19,2018-03-26,away,win,102.0,PHOENIX SUNS,94.0,0.29838709677419356,0.32558139534883723,44
PHOENIX SUNS,240,36,81,12,35,10,19,11,36,18,8,5,15,18,2018-03-26,home,loss,94.0,BOSTON CELTICS,102.0,0.3076923076923077,0.2553191489361702,47
