team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
UTAH JAZZ,240,39,70,8,15,26,42,11,24,28,13,4,23,30
ATLANTA HAWKS,240,35,75,3,10,33,44,13,24,23,15,6,19,32
GOLDEN STATE WARRIORS,240,36,83,4,16,20,25,14,25,18,11,2,19,22
BOSTON CELTICS,240,34,72,6,21,21,27,11,29,17,8,8,20,23
TORONTO RAPTORS,240,32,75,8,17,26,32,8,28,20,5,2,10,22
LOS ANGELES CLIPPERS,240,38,84,1,1,19,24,14,30,26,3,9,9,21
MIAMI HEAT,240,35,77,7,18,18,24,6,28,25,6,5,11,21
MILWAUKEE BUCKS,240,43,82,14,22,21,25,9,34,30,6,4,10,20
LOS ANGELES LAKERS,240,46,81,8,17,11,19,11,25,22,6,6,12,15
MINNESOTA TIMBERWOLVES,240,39,79,3,11,13,16,9,24,25,6,3,11,19
CLEVELAND CAVALIERS,240,35,83,7,16,34,42,16,26,22,9,1,14,28
NEW JERSEY NETS,240,39,68,7,15,28,37,6,30,24,4,5,18,28
CHARLOTTE BOBCATS,290,45,106,6,20,13,15,14,30,27,9,5,12,30
NEW YORK KNICKS,290,42,90,4,13,23,34,14,37,24,5,6,15,21
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,24,65,6,9,29,38,14,24,12,10,5,19,24
ORLANDO MAGIC,240,33,73,3,10,17,25,13,26,16,8,5,19,28
INDIANA PACERS,240,37,74,7,18,20,23,8,32,22,2,5,15,23
PHILADELPHIA 76ERS,240,35,76,5,14,18,24,11,22,24,9,5,11,21
HOUSTON ROCKETS,240,31,74,6,16,19,20,11,25,16,11,6,14,17
PORTLAND TRAIL BLAZERS,240,34,78,3,9,18,21,13,28,14,9,8,14,15
MEMPHIS GRIZZLIES,240,39,75,7,13,13,15,8,22,13,9,2,13,28
SAN ANTONIO SPURS,240,37,67,12,26,19,27,8,24,30,8,5,16,21
DALLAS MAVERICKS,240,35,73,4,14,29,34,15,24,23,6,8,17,20
SEATTLE SUPERSONICS,240,42,82,4,9,7,10,10,18,21,8,3,15,30
