team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,39,76,7,11,12,21,17,26,23,4,3,17,18
BOSTON CELTICS,240,45,82,15,23,12,15,7,22,26,11,5,9,18
CHICAGO BULLS,240,33,86,4,8,15,23,17,33,18,8,5,12,21
CHARLOTTE BOBCATS,240,36,74,8,16,20,28,8,33,24,8,11,13,22
SAN ANTONIO SPURS,240,36,71,4,14,14,18,7,38,22,8,4,15,15
DETROIT PISTONS,240,32,78,6,19,11,12,5,30,18,7,4,10,20
NEW YORK KNICKS,240,40,94,7,15,14,17,20,25,26,9,0,20,20
GOLDEN STATE WARRIORS,240,48,80,11,21,13,21,9,32,29,8,8,18,22
MEMPHIS GRIZZLIES,240,40,82,4,13,20,27,15,29,17,9,7,16,20
INDIANA PACERS,240,42,90,5,10,25,29,16,27,24,7,6,13,21
ATLANTA HAWKS,240,33,82,2,7,28,36,13,31,18,8,9,10,22
LOS ANGELES CLIPPERS,240,32,73,7,17,22,30,7,32,24,9,9,13,26
DENVER NUGGETS,240,37,72,6,17,14,17,5,25,28,6,4,17,16
MINNESOTA TIMBERWOLVES,240,42,93,3,13,12,14,18,28,26,6,2,12,13
SACRAMENTO KINGS,240,31,77,6,18,25,35,9,24,13,9,2,11,20
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,45,78,6,14,14,21,9,36,23,5,7,16,23
PORTLAND TRAIL BLAZERS,240,34,84,3,11,20,22,15,26,13,5,1,7,19
ORLANDO MAGIC,240,40,76,6,16,17,18,6,35,22,4,7,11,21
WASHINGTON WIZARDS,240,33,82,2,13,24,31,16,32,19,10,6,12,20
PHILADELPHIA 76ERS,240,30,79,5,16,20,25,17,29,24,4,3,18,24
PHOENIX SUNS,240,35,90,7,20,13,14,15,21,16,3,3,12,23
SEATTLE SUPERSONICS,240,44,81,9,18,17,21,8,36,26,5,4,15,20
NEW JERSEY NETS,240,41,81,14,28,13,19,11,26,24,5,2,15,16
TORONTO RAPTORS,240,43,73,10,18,24,27,5,26,29,8,1,12,19
CLEVELAND CAVALIERS,240,35,80,7,19,21,29,21,28,17,7,5,13,22
UTAH JAZZ,240,39,79,7,15,14,23,12,25,23,7,5,10,22
